

"DOTA_Tooltip_ability_first_test"	"英雄技能-初阶"
"DOTA_Tooltip_ability_Primary_lucent_beam_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Primary_lucent_beam_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_Primary_lucent_beam_base_damage"	"基础伤害："
"DOTA_Tooltip_ability_Primary_lucent_beam_bonus_damage"	"额外伤害：敏捷*"





"DOTA_Tooltip_ability_Middle_lucent_beam"	"中阶月光"
"DOTA_Tooltip_ability_Middle_lucent_beam_Description"	"召唤一道月能得光束打击敌人，造成伤害并短暂眩晕目标。<br><br>【月陨】月光命中敌人后，延迟1秒会再次召唤出一道月陨，对目标区域200范围得敌人再次造成一次60%%的月光的伤害"
"DOTA_Tooltip_ability_Middle_lucent_beam_Lore"	"当银夜森林还只是一片草地的时候，一个起源之心的碎片陨于此处。"
"DOTA_Tooltip_ability_Middle_lucent_beam_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Middle_lucent_beam_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_Middle_lucent_beam_base_damage"	"基础伤害："
"DOTA_Tooltip_ability_Middle_lucent_beam_bonus_damage"	"额外伤害：敏捷*"



"DOTA_Tooltip_ability_Advanced_lucent_beam"	"高阶月光"
"DOTA_Tooltip_ability_Advanced_lucent_beam_Description"	"召唤一道月能得光束打击敌人，造成伤害并短暂眩晕目标。<br><br>【月陨】月光命中敌人后，延迟1秒会再次召唤出一道月陨，对目标区域200范围得敌人再次造成一次60%%的月光的伤害<br><br>【吟风弄月】可以开启自动施法，消耗三倍魔法可以召唤3道月光，额外的月光将随机抽取500范围内随机目标，但有3.5倍的冷却时间"
"DOTA_Tooltip_ability_Advanced_lucent_beam_Lore"	"人们有时候会仰望皓月，浮想联翩，此时，月亮也在注视着他们"
"DOTA_Tooltip_ability_Advanced_lucent_beam_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Advanced_lucent_beam_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_Advanced_lucent_beam_base_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_lucent_beam_bonus_damage"	"额外伤害：敏捷*"






"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Slyrak"	"低阶斯莱瑞克之魂"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Slyrak_Description"	"火焰之龙的灵魂赋予你的召唤物一定的属性提升，当召唤物生命值低于一个值时，将获得狂怒。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Slyrak_Lore"	"火龙斯莱瑞克，土龙乌尔德瑞克，水龙里瑞克，天空龙艾斯瑞克对应着四大元素，象征着火，土，冰，雷。火焰古龙的灵魂将赋予其眷属强大的能力。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Slyrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Slyrak_bonus_health_threshold"	"%狂怒所需生命值百分比："
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Slyrak_bonus_attack_damage"	"狂怒攻击力加成："
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Slyrak_bonus_attack_speed"	"%狂怒攻击力速度加成："
"DOTA_Tooltip_ability_Primary_Eldwurm_soul_Slyrak_armor_reduce"	"<font color=\"#d9534f\">狂怒防御力减少：</font>"



"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Slyrak"	"中阶斯莱瑞克之魂"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Slyrak_Description"	"火焰之龙的灵魂赋予你的召唤物一定的属性提升，当召唤物生命值低于一个值时，将获得狂怒。<br><br>【愤怒之火】进入狂怒状态后，召唤物的攻击可以削减目标的护甲，这个值等于自身因狂怒而减少的护甲的10%%，但同一名敌人最多同时叠加10层该状态，负面状态持续5秒"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Slyrak_Lore"	"斯莱瑞克以他的愤怒而闻名"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Slyrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Slyrak_bonus_health_threshold"	"%狂怒所需生命值百分比："
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Slyrak_bonus_attack_damage"	"狂怒攻击力加成："
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Slyrak_bonus_attack_speed"	"%狂怒攻击力速度加成："
"DOTA_Tooltip_ability_Middle_Eldwurm_soul_Slyrak_armor_reduce"	"<font color=\"#d9534f\">狂怒防御力减少：</font>"



"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Slyrak"	"高阶斯莱瑞克之魂"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Slyrak_Description"	"火焰之龙的灵魂赋予你的召唤物一定的属性提升，当召唤物生命值低于一个值时，将获得狂怒。<br><font color=\"#777777\">该技能书可由击败对应的拥有该技能的boss掉落</font><br><br>【愤怒之火】进入狂怒状态后，召唤物的攻击可以削减目标的护甲，这个值等于自身因狂怒而减少的护甲的10%%，但同一名敌人最多同时叠加10层该状态，负面状态持续5秒<br><br>【焦虑之火】进入狂怒状态后，每次攻击还将提升5%%的技能提供的攻击力加成，最多获得额外100%%的加成"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Slyrak_Lore"	"愈是焦灼的战斗，越能体现细节的重要性，而对火焰之父来说，焦虑就是最好的力量来源，当焦虑产生时，往往他能在其中发现致胜点"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Slyrak_Note0"	"额外的说明：<br>召唤物出现后将为其添加一个状态。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Slyrak_bonus_health_threshold"	"%狂怒所需生命值百分比："
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Slyrak_bonus_attack_damage"	"狂怒攻击力加成："
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Slyrak_bonus_attack_speed"	"%狂怒攻击力速度加成："
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Slyrak_armor_reduce"	"<font color=\"#d9534f\">狂怒防御力减少：</font>"





"DOTA_Tooltip_ability_Primary_fiery_soul"	"初阶炽魂"
"DOTA_Tooltip_ability_Primary_fiery_soul_Description"	"每次施法可以获得攻击与移动速度加成。可以叠加，持续 %duration_tooltip%秒。"
"DOTA_Tooltip_ability_Primary_fiery_soul_Lore"	"烈焰存在与每个人的体内，当战况最为焦灼的时，那种灼热感就会喷涌而出。"
"DOTA_Tooltip_ability_Primary_fiery_soul_Note0"	"额外的说明：<br>每次施法都会刷新持续时间，物品不会触发炙魂。<br>需要冷却时间大于3秒。"
"DOTA_Tooltip_ability_Primary_fiery_soul_fiery_soul_attack_speed_bonus"	"攻击速度提升:"
"DOTA_Tooltip_ability_Primary_fiery_soul_fiery_soul_move_speed_bonus"	"%移动速度提升:"
"DOTA_Tooltip_ability_Primary_fiery_soul_fiery_soul_max_stacks"	"最大叠加数:"
"DOTA_Tooltip_ability_Primary_fiery_soul_duration_tooltip"	"持续时间:"


"DOTA_Tooltip_ability_Middle_fiery_soul"	"中阶炽魂"
"DOTA_Tooltip_ability_Middle_fiery_soul_Description"	"每次施法可以获得攻击与移动速度加成。可以叠加，持续 %duration_tooltip%秒。<br><br>【烈焰之息】每4次施法可以进入2秒烈焰附身状态，在2秒内造成的魔法伤害提高50%%"
"DOTA_Tooltip_ability_Middle_fiery_soul_Lore"	"魔法能力到达一定境界的法师们发现，将元素的能量赋予给施展出的魔法可以使魔法伤害提高一个百分比。"
"DOTA_Tooltip_ability_Middle_fiery_soul_Note0"	"额外的说明：<br>每次施法都会刷新持续时间，物品不会触发炙魂。<br>需要冷却时间大于3秒"
"DOTA_Tooltip_ability_Middle_fiery_soul_fiery_soul_attack_speed_bonus"	"攻击速度提升:"
"DOTA_Tooltip_ability_Middle_fiery_soul_fiery_soul_move_speed_bonus"	"%移动速度提升:"
"DOTA_Tooltip_ability_Middle_fiery_soul_fiery_soul_max_stacks"	"最大叠加数:"
"DOTA_Tooltip_ability_Middle_fiery_soul_duration_tooltip"	"持续时间:"


"DOTA_Tooltip_ability_Advanced_fiery_soul"	"高阶炽魂"
"DOTA_Tooltip_ability_Advanced_fiery_soul_Description"	"每次施法可以获得攻击与移动速度加成。可以叠加，持续 %duration_tooltip%秒。<br><font color=\"#777777\">该技能书可由击败对应的拥有该技能的boss掉落</font><br><br>【烈焰之息】每4次施法可以进入2秒烈焰附身状态，在2秒内造成的魔法伤害提高50%%<br><br>【火之后裔】释放火属性技能时有叠加层数*3%%触发双重施法，延迟1秒后对相同地点再次施展相同技能"
"DOTA_Tooltip_ability_Advanced_fiery_soul_Lore"	"火焰之父的力量流淌在所有火之子民的体内，只要仔细倾听他的声音，火焰的力量便会更加猛烈。"
"DOTA_Tooltip_ability_Advanced_fiery_soul_Note0"	"额外的说明：<br>每次施法都会刷新持续时间，物品不会触发炙魂。<br>需要冷却时间大于3秒"
"DOTA_Tooltip_ability_Advanced_fiery_soul_fiery_soul_attack_speed_bonus"	"攻击速度提升:"
"DOTA_Tooltip_ability_Advanced_fiery_soul_fiery_soul_move_speed_bonus"	"%移动速度提升:"
"DOTA_Tooltip_ability_Advanced_fiery_soul_fiery_soul_max_stacks"	"最大叠加数:"
"DOTA_Tooltip_ability_Advanced_fiery_soul_duration_tooltip"	"持续时间:"







"DOTA_Tooltip_ability_Primary_reverse_polarity"	"初阶两级反转"
"DOTA_Tooltip_ability_Primary_reverse_polarity_Description"	"改变物质的属性，将附近至多10名敌人都拖拽到你的前方，并以强力的震击对他们造成眩晕，在眩晕期间目标将受到额外的伤害。"
"DOTA_Tooltip_ability_Primary_reverse_polarity_Lore"	"两级反转，局势颠转。"
"DOTA_Tooltip_ability_Primary_reverse_polarity_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Primary_reverse_polarity_radius"	"作用范围："
"DOTA_Tooltip_ability_Primary_reverse_polarity_bonus_damage"	"%目标承受额外伤害："
"DOTA_Tooltip_ability_Primary_reverse_polarity_duration"	"持续时间："

"DOTA_Tooltip_ability_Middle_reverse_polarity"	"中阶两级反转"
"DOTA_Tooltip_ability_Middle_reverse_polarity_Description"	"改变物质的属性，将附近至多10名敌人都拖拽到你的前方，并以强力的震击对他们造成眩晕，在眩晕期间目标将受到额外的伤害。<br><br>【局部扭转】可以开启自动施法，在自动施法下负面状态可以造成30%%魔法抗性降低，否则造成10点护甲削减"
"DOTA_Tooltip_ability_Middle_reverse_polarity_Lore"	"物质的两个对立面是同时存在的，而你只需要改变他们的相对位置，就可以造成天变地异。"
"DOTA_Tooltip_ability_Middle_reverse_polarity_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Middle_reverse_polarity_radius"	"作用范围："
"DOTA_Tooltip_ability_Middle_reverse_polarity_bonus_damage"	"%目标承受额外伤害："
"DOTA_Tooltip_ability_Middle_reverse_polarity_duration"	"持续时间："

"DOTA_Tooltip_ability_Advanced_reverse_polarity"	"高阶两级反转"
"DOTA_Tooltip_ability_Advanced_reverse_polarity_Description"	"改变物质的属性，将附近至多10名敌人都拖拽到你的前方，并以强力的震击对他们造成眩晕，在眩晕期间目标将受到额外的伤害。<br><font color=\"#777777\">该技能书可由击败对应的拥有该技能的boss掉落</font><br><br>【局部扭转】可以开启自动施法，在自动施法下负面状态可以造成30%%魔法抗性降低，否则造成10点护甲削减<br><br>【破势】两极反转可以使敌人在双倍眩晕时间内被英雄攻击时必定触发200%%的暴击"
"DOTA_Tooltip_ability_Advanced_reverse_polarity_Lore"	"坚忍的外在将褪去，而隐藏的暗弱将外显。"
"DOTA_Tooltip_ability_Advanced_reverse_polarity_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Advanced_reverse_polarity_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_reverse_polarity_bonus_damage"	"%目标承受额外伤害："
"DOTA_Tooltip_ability_Advanced_reverse_polarity_duration"	"持续时间："




"DOTA_Tooltip_ability_Primary_onslaught"	"初阶突"
"DOTA_Tooltip_ability_Primary_onslaught_Description"	"积蓄力量再向选定方向冲去，将敌人和队友同时击退。敌方单位被撞时受到伤害，并且被眩晕。蓄力时间越长，冲的距离越远。<br><br>在蓄力时可以使用停止指令来进行冲刺；在冲刺时可以随时使用停止指令来中止。"
"DOTA_Tooltip_ability_Primary_onslaught_Lore"	"这是莽夫行为？还是奠定胜局的行为？或许只有数秒后才能得知。"
"DOTA_Tooltip_ability_Primary_onslaught_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Primary_onslaught_bonus_damage"	"额外伤害：攻击力*"
"DOTA_Tooltip_ability_Primary_onslaught_charge_speed"	"冲跑速度："
"DOTA_Tooltip_ability_Primary_onslaught_damage"	"基础伤害："
"DOTA_Tooltip_ability_Primary_onslaught_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_Primary_onslaught_max_charge_time"	"最远冲跑所需时间："


"DOTA_Tooltip_ability_Middle_onslaught"	"中阶突"
"DOTA_Tooltip_ability_Middle_onslaught_Description"	"积蓄力量再向选定方向冲去，将敌人和队友同时击退。敌方单位被撞时受到伤害，并且被眩晕。蓄力时间越长，冲的距离越远。<br><br>在蓄力时可以使用停止指令来进行冲刺；在冲刺时可以随时使用停止指令来中止。<br><br>【破阵】被冲刺击退的敌人将被削减7点护甲，持续时间为7秒，不可驱散，不被增益"
"DOTA_Tooltip_ability_Middle_onslaught_Lore"	"虽然冲入敌阵在大部分时候不是一个明智的选择，但如果你有足够的实力，这种冲刺则能冲破敌阵。"
"DOTA_Tooltip_ability_Middle_onslaught_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Middle_onslaught_bonus_damage"	"额外伤害：攻击力*"
"DOTA_Tooltip_ability_Middle_onslaught_charge_speed"	"冲跑速度："
"DOTA_Tooltip_ability_Middle_onslaught_damage"	"基础伤害："
"DOTA_Tooltip_ability_Middle_onslaught_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_Middle_onslaught_max_charge_time"	"最远冲跑所需时间："


"DOTA_Tooltip_ability_Advanced_onslaught"	"高阶突"
"DOTA_Tooltip_ability_Advanced_onslaught_Description"	"积蓄力量再向选定方向冲去，将敌人和队友同时击退。敌方单位被撞时受到伤害，并且被眩晕。蓄力时间越长，冲的距离越远。<br><br>在蓄力时可以使用停止指令来进行冲刺；在冲刺时可以随时使用停止指令来中止。<br><br>【破阵】被冲刺击退的敌人将被削减7点护甲，持续时间为7秒，不可驱散，不被增益<br><br>【驰】技能作用范围提高一倍，同时伤害将附加自身的移动速度的100%%(取施法前的移动速度，不会中途改变)"
"DOTA_Tooltip_ability_Advanced_onslaught_Lore"	"Rush B! Rush B!"
"DOTA_Tooltip_ability_Advanced_onslaught_Note0"	"额外的说明："
"DOTA_Tooltip_ability_Advanced_onslaught_bonus_damage"	"额外伤害：攻击力*"
"DOTA_Tooltip_ability_Advanced_onslaught_charge_speed"	"冲跑速度："
"DOTA_Tooltip_ability_Advanced_onslaught_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_onslaught_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_Advanced_onslaught_max_charge_time"	"最远冲跑所需时间："






"DOTA_Tooltip_ability_Primary_arcane_bolt"	"初阶奥法鹰隼"
"DOTA_Tooltip_ability_Primary_arcane_bolt_Description"	"施放出缓慢移动的奥术鹰群，对敌方单位造成伤害。"
"DOTA_Tooltip_ability_Primary_arcane_bolt_Lore"	"面对苍白之巢内无穷的诡计，只有沉稳的聪明人才能幸存。"
"DOTA_Tooltip_ability_Primary_arcane_bolt_Note0"	"额外的说明：<br>无法被躲避。"
"DOTA_Tooltip_ability_Primary_arcane_bolt_damage"	"基础伤害："
"DOTA_Tooltip_ability_Primary_arcane_bolt_bonus_damage"	"额外伤害：智力*"


"DOTA_Tooltip_ability_Middle_arcane_bolt"	"中阶奥法鹰隼"
"DOTA_Tooltip_ability_Middle_arcane_bolt_Description"	"施放出缓慢移动的奥术鹰群，对敌方单位造成伤害。<br><br>【鹰隼群】额外对一名敌人释放技能效果"
"DOTA_Tooltip_ability_Middle_arcane_bolt_Lore"	"鹰一般是独居动物，而当你看到一群时，说明将要发生某种你未曾所见之事。"
"DOTA_Tooltip_ability_Middle_arcane_bolt_Note0"	"额外的说明：<br>无法被躲避。"
"DOTA_Tooltip_ability_Middle_arcane_bolt_damage"	"基础伤害："
"DOTA_Tooltip_ability_Middle_arcane_bolt_bonus_damage"	"额外伤害：智力*"


"DOTA_Tooltip_ability_Advanced_arcane_bolt"	"高阶奥法鹰隼"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_Description"	"施放出缓慢移动的奥术鹰群，对敌方单位造成伤害。<br><br>【鹰隼群】额外对一名敌人释放技能效果<br><br>【奥法之辉】攻击命中敌人时，被动释放一次奥法鹰隼（不视为主动技能释放，具有0.5秒冷却时间）；鹰隼命中敌人时，自身获得1层[奥法之辉]，提供2点智力，独立叠加持续25秒（最多提升200点智力）"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_Lore"	"奥法的光辉将汇聚合一，当光辉足够强烈时，将凝聚出新的实体。"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_Note0"	"额外的说明：<br>无法被躲避。"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_damage"	"基础伤害："
"DOTA_Tooltip_ability_Advanced_arcane_bolt_bonus_damage"	"额外伤害：智力*"




"DOTA_Tooltip_ability_Primary_Holy_Light_Shield"	"初阶圣光之盾"
"DOTA_Tooltip_ability_Primary_Holy_Light_Shield_Description"	"创造一个仅对自己有效的护盾抵挡敌人的伤害，护盾值与自身最大生命值相关，如果在持续时间内护盾没有被击破，则会对周围至多10名敌人造成剩余护盾值百分比的伤害。"
"DOTA_Tooltip_ability_Primary_Holy_Light_Shield_Note0"	"额外说明：<br>被护盾无效化禁用。<br>刷新状态时不会触发护盾的碎裂。"
"DOTA_Tooltip_ability_Primary_Holy_Light_Shield_duration"	"持续时间："
"DOTA_Tooltip_ability_Primary_Holy_Light_Shield_hp_shield"	"护盾值：最大生命值 *"
"DOTA_Tooltip_ability_Primary_Holy_Light_Shield_damage_hp"	"伤害值：剩余护盾值 *"
"DOTA_Tooltip_ability_Primary_Holy_Light_Shield_radius"	"作用范围："
"DOTA_Tooltip_ability_Primary_Holy_Light_Shield_Lore"	"当你用这虚伪的圣光来保护自己，可能会获得意想不到的效果。"

"DOTA_Tooltip_ability_Middle_Holy_Light_Shield"	"中阶圣光之盾"
"DOTA_Tooltip_ability_Middle_Holy_Light_Shield_Description"	"创造一个仅对自己有效的护盾抵挡敌人的伤害，护盾值与自身最大生命值相关，如果在持续时间内护盾没有被击破，则会对周围至多10名敌人造成剩余护盾值百分比的伤害。<br><br>【破损转化】当护盾被击碎时，将减少技能数秒的冷却时间。"
"DOTA_Tooltip_ability_Middle_Holy_Light_Shield_duration"	"持续时间："
"DOTA_Tooltip_ability_Middle_Holy_Light_Shield_hp_shield"	"护盾值：最大生命值 *"
"DOTA_Tooltip_ability_Middle_Holy_Light_Shield_damage_hp"	"伤害值：剩余护盾值 *"
"DOTA_Tooltip_ability_Middle_Holy_Light_Shield_radius"	"作用范围："
"DOTA_Tooltip_ability_Middle_Holy_Light_Shield_Note0"	"额外说明：<br>被护盾无效化禁用。<br>刷新状态时不会触发护盾的碎裂。"
"DOTA_Tooltip_ability_Middle_Holy_Light_Shield_cooldown_reduction"	"降低冷却时间："
"DOTA_Tooltip_ability_Middle_Holy_Light_Shield_Lore"	"秩序会不断自动修复着失去秩序的事物，从而使秩序与混沌形成一种平衡。"

"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield"	"高阶圣光之盾"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_Description"	"创造一个仅对自己有效的护盾抵挡敌人的伤害，护盾值与自身最大生命值相关，如果在持续时间内护盾没有被击破，则会对周围至多10名敌人造成剩余护盾值百分比的伤害。<br><br>【破损转化】当护盾被击碎时，将减少技能数秒的冷却时间。<br><br>【圣馈】你将消耗等同于护盾值的生命值使得护盾值获得增加（等同于消耗的生命值，不致死），当护盾消失时，将返还消耗的生命值，视为治疗。"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_Note0"	"额外说明：<br>被护盾无效化禁用。<br>刷新状态时不会触发护盾的碎裂。"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_hp_shield"	"护盾值：最大生命值 *"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_damage_hp"	"伤害值：剩余护盾值 *"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_cooldown_reduction"	"降低冷却时间："

"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_Lore"	"如果你选择信奉秩序，那么秩序将带回回赠。"

"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves"	"初阶多重叠浪"
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_Description"	"释放能量对单个目标及其周围的数名敌人造成伤害（周围目标仅造成50%的伤害值），同时在一定时间内增加自身的攻击力，并且恢复自己一定的生命值。"
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_Lore"	"一股神奇的力量，在对别人造成负面效果时居然还可以提升自己，真是有趣。"
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_Note0"	"额外说明：<br>增强攻击力不受被动无效化影响。<br>生命恢复会受到治疗无效化影响。<br>增加攻击力的状态不可叠加。"
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_Damage"	"伤害值："
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_radius"	"作用范围："
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_duration"	"持续时间："
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_Number"	"伤害人数："
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_Attack2"	"攻击力乘数："
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_heal"	"治疗量："
"DOTA_Tooltip_ability_Primary_Multiple_overlapping_waves_bonus_attack"	"增加攻击力："

"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves"	"中阶多重叠浪"
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_Description"	"释放能量对单个目标及其周围的数名敌人造成伤害（周围目标仅造成75%的伤害值），同时在一定时间内增加自身的攻击力，并且恢复自己一定的生命值。<br><br>【叠浪重置】当你处于攻击力提升的状态下，你每次攻击都能刷新该状态。"
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_Lore"	"一股神奇的力量，在对别人造成负面效果时居然还可以提升自己，真是有趣。"
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_Note0"	"额外说明：<br>增强攻击力不受被动无效化影响。<br>生命恢复会受到治疗无效化影响。<br>增加攻击力的状态不可叠加。"
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_Damage"	"伤害值："
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_Attack2"	"攻击力乘数："
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_radius"	"作用范围："
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_duration"	"持续时间："
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_Number"	"伤害人数："
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_heal"	"治疗量："
"DOTA_Tooltip_ability_Middle_Multiple_overlapping_waves_bonus_attack"	"增加攻击力："

"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves"	"高阶多重叠浪"
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_Description"	"释放能量对单个目标及其周围的数名敌人造成全额伤害，同时在一定时间内增加自身的攻击力，并且恢复自己一定的生命值。<br><br>【叠浪重置】当你处于攻击力提升的状态下，你每次攻击都能刷新该状态。<br><br>【叠浪提升】使你的攻击力增益状态可以叠加，最多叠加3层"
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_Lore"	"一股神奇的力量，在对别人造成负面效果时居然还可以提升自己，真是有趣。"
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_Note0"	"额外说明：<br>增强攻击力不受被动无效化影响。<br>生命恢复会受到治疗无效化影响。<br>增加攻击力的状态可叠加。"
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_Damage"	"伤害值："
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_Attack2"	"攻击力乘数："
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_radius"	"作用范围："
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_duration"	"持续时间："
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_Number"	"伤害人数："
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_heal"	"治疗量："
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_bonus_attack"	"增加攻击力："
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_StackCount"	"可叠加次数："


"DOTA_Tooltip_ability_Primary_Hand_in_hand_together"	"初阶携手同心"
"DOTA_Tooltip_ability_Primary_Hand_in_hand_together_Description"	"选中一名队友添加标记并持续一定时间，当该名拥有标记的队友处于你周围一定范围内，你可以替其抵挡50%%的攻击伤害，同时你对该伤害获得一定减免。"
"DOTA_Tooltip_ability_Primary_Hand_in_hand_together_Lore"	"二人同心，其力断金。只有一名可靠的队友，才能让你更加安稳的划水。"
"DOTA_Tooltip_ability_Primary_Hand_in_hand_together_Note0"	"额外说明：<br>保护或者受到保护的人，都不能够释放此技能。<br>如果标记的双方有一人阵亡，则双方的标记都会清除"
"DOTA_Tooltip_ability_Primary_Hand_in_hand_together_duration"	"持续时间："
"DOTA_Tooltip_ability_Primary_Hand_in_hand_together_radius"	"作用范围："
"DOTA_Tooltip_ability_Primary_Hand_in_hand_together_Damage_reduction_of_free"	"%伤害免减："

"DOTA_Tooltip_ability_Middle_Hand_in_hand_together"	"中阶携手同心"
"DOTA_Tooltip_ability_Middle_Hand_in_hand_together_Description"	"选中一名队友添加标记并持续一定时间，当该名拥有标记的队友处于你周围一定范围内，你可以替其抵挡50%%的攻击伤害，同时你对该伤害获得一定减免。<br><br>【取长补短】当你身处同伴周围时，双方都会提高15点防御力。"
"DOTA_Tooltip_ability_Middle_Hand_in_hand_together_Lore"	"二人同心，其力断金。只有一名可靠的队友，才能让你更加安稳的划水。"
"DOTA_Tooltip_ability_Middle_Hand_in_hand_together_Note0"	"额外说明：<br>保护或者受到保护的人，都不能够释放此技能。<br>如果标记的双方有一人阵亡，则双方的标记都会清除"
"DOTA_Tooltip_ability_Middle_Hand_in_hand_together_duration"	"持续时间："
"DOTA_Tooltip_ability_Middle_Hand_in_hand_together_radius"	"作用范围："
"DOTA_Tooltip_ability_Middle_Hand_in_hand_together_Damage_reduction_of_free"	"%伤害免减："

"DOTA_Tooltip_ability_Advanced_Hand_in_hand_together"	"高阶携手同心"
"DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_Description"	"选中一名队友添加标记并持续一定时间，当该名拥有标记的队友处于你周围一定范围内，你可以替其抵挡50%%的攻击伤害，同时你对该伤害获得一定减免。<br><br>【取长补短】当你身处同伴周围时，双方都会提高15点防御力。<br><br>【坚韧意志】当你生命低于25%时，会额外提升自身抵挡伤害的免减能力。"
"DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_Lore"	"二人同心，其力断金。只有一名可靠的队友，才能让你更加安稳的划水。"
