

"DOTA_Tooltip_ability_nil_skill_2"	"------AI技能-------"
"DOTA_Tooltip_ability_creeps_spell_breathe_fire_Description"	"向前方喷射出一团火焰，烧灼碰到的敌人，并使其攻击力降低。"
"DOTA_Tooltip_ability_creeps_spell_breathe_fire_Lore"	"古龙之息将把无数骑士烧成焦炭。"
"DOTA_Tooltip_ability_creeps_spell_breathe_fire_Note0"	"额外的说明："
"DOTA_Tooltip_ability_creeps_spell_breathe_fire_damage"	"基础伤害："
"DOTA_Tooltip_ability_creeps_spell_breathe_fire_bonus_damage"	"伤害攻击力乘数："
"DOTA_Tooltip_ability_creeps_spell_breathe_fire_range"	"施法距离："
"DOTA_Tooltip_ability_creeps_spell_breathe_fire_damage_reduce"	"%攻击力降低："
"DOTA_Tooltip_ability_creeps_spell_breathe_fire_duration"	"持续时间："
"DOTA_Tooltip_ability_creeps_spell_Wave38"	"形态转变"
"DOTA_Tooltip_ability_creeps_spell_Wave38_Description"	"<font color=\"#5bc0de\">·常态：状态抗性提升30%%。</font><br><font color=\"#337ab7\"><br></font><br><font color=\"#337ab7\">·第二阶段：生命值低于60%%后斯莱瑞克将于莉娜分开，分开作战。<br>变换完成后：</font><font color=\"#337ab7\"><br>--双方的状态抗性提升至50%%。</font><br><font color=\"#337ab7\">--斯莱瑞克激活技能【龙之血】</font><br><font color=\"#337ab7\">--莉娜激活技能【炽魂】【龙破斩】<br></font><font color=\"#f0ad4e\"><br></font><br><font color=\"#f0ad4e\">·第三阶段（仅困难难度及以上）：双方血量任意一员血量低于30%%时互相对目标释放【火焰本源之链】，双方共同进入燃烧状态5秒，此后当有一方受到5%%最大生命值伤害时，另一方将进入燃烧状态3秒，燃烧状态期间免疫所有伤害，且每秒对周围600范围的敌人造成攻击力100%%的魔法伤害。<br>进入第三阶段：<br>--状态抗性提升至80%%，攻击力提升40%%。</font><br><font color=\"#f0ad4e\">--斯莱瑞克激活技能【始源之火】</font><br><font color=\"#f0ad4e\">--莉娜激活技能【神灭斩】<br></font><br><font color=\"#d9534f\">·地狱技能（仅不可能难度）：激活技能【宿命同源】</font>"
"DOTA_Tooltip_ability_creeps_spell_Wave38_Lore"	"巨龙是规则的化身，为雷霆的代理人。击败虚空龙后，斯莱瑞克得到了古龙之眼的力量，力量大涨并影响到了同为火焰本源的莉娜，在烈焰之下莉娜完成了涅槃并跟随斯莱瑞克前往第七度地狱与恐怖利刃进行战斗。"
"DOTA_Tooltip_ability_creeps_spell_fatalistic_homology"	"宿命同源"
"DOTA_Tooltip_ability_creeps_spell_fatalistic_homology_Description"	"仅不可能难度下开启<br><br>当自身死亡时，宿命的另一方将恢复20%%生命并进入【烈焰的意志】状态。在该状态下，技能将被增强。<br><br>对于莉娜，将刷新所有技能冷却，状态抗性提升到极限，神灭斩冷却时间变为2秒，同时施法时间降低50%%。<br>对于斯莱瑞克，将生成10条火焰幼龙围绕自身并攻击1000范围内的敌人，每次攻击都将造成其攻击力25%%的魔法伤害。"
"DOTA_Tooltip_ability_creeps_spell_fatalistic_homology_Lore"	"宿命消亡之时，烈焰将合为一体。"





"DOTA_Tooltip_ability_underlord_challenge_Atrophy_Aura"	"衰退光环"
"DOTA_Tooltip_ability_underlord_challenge_Atrophy_Aura_Description"	"周围700范围所有敌方单位遭到了削弱，损失等同于全额攻击力20%%的基础攻击力。"
"DOTA_Tooltip_ability_underlord_challenge_Atrophy_Aura_Lore"	"光是站在孽主面前就能感受到自己的战意从灵魂里被榨干。"
"DOTA_Tooltip_ability_underlord_challenge_Pit_of_Malice"	"怨念深渊"
"DOTA_Tooltip_ability_underlord_challenge_Pit_of_Malice_Description"	"在自身脚底制造600范围的致命深渊；踏入深渊的敌方单位将被缠绕2秒，在被缠绕状态下对孽主造成的伤害减少60%%，自身额外受到20%%的伤害。每隔5秒都会再次受到作用。"
"DOTA_Tooltip_ability_underlord_challenge_Pit_of_Malice_Lore"	"扭曲成现实本身的接缝，孽主的仇恨让蔑视他意识的人动弹不得。"
"DOTA_Tooltip_ability_underlord_challenge_Firestorm"	"火焰风暴"
"DOTA_Tooltip_ability_underlord_challenge_Firestorm_Description"	"召唤数波火焰风暴攻击目标区域内的所有单位，火焰风暴还有后续伤害。"
"DOTA_Tooltip_ability_underlord_challenge_Firestorm_Lore"	"征战的烈焰从深渊最黑暗的深处向外迸发。"
"DOTA_Tooltip_ability_underlord_challenge_Firestorm_radius"	"作用范围："
"DOTA_Tooltip_ability_underlord_challenge_Firestorm_wave_count"	"风暴波数："
"DOTA_Tooltip_ability_underlord_challenge_Firestorm_interval"	"每波间隔："
"DOTA_Tooltip_ability_underlord_challenge_Firestorm_health_damage"	"%烧灼最大生命值百分比："
"DOTA_Tooltip_ability_underlord_challenge_Firestorm_duration"	"持续时间："
"DOTA_Tooltip_ability_underlord_challenge_Firestorm_bonus_damage"	"伤害攻击力乘数："



"DOTA_Tooltip_ability_luna_challenge_Moon_Glaives"	"月刃"
"DOTA_Tooltip_ability_luna_challenge_Moon_Glaives_Description"	"攻击可以在敌方单位的500范围内无限弹跳，每次弹跳还将提升5%%的伤害。"
"DOTA_Tooltip_ability_luna_challenge_Moon_Glaives_Lore"	"精心打磨过的回旋镖型武器可以从大群敌人中杀出一条血路。"
"DOTA_Tooltip_ability_luna_challenge_Lunar_Blessing"	"月之祝福"
"DOTA_Tooltip_ability_luna_challenge_Lunar_Blessing_Description"	"提高自身与附近1000范围友军等同于自身基础攻击力40%%的攻击力。"
"DOTA_Tooltip_ability_luna_challenge_Lunar_Blessing_Lore"	"月之女神对她的族人微笑。"
"DOTA_Tooltip_ability_luna_challenge_Lucent_Beam"	"月光"
"DOTA_Tooltip_ability_luna_challenge_Lucent_Beam_Description"	"延迟1.5秒后对召唤月光持续打击目标区域内的敌人。"
"DOTA_Tooltip_ability_luna_challenge_Lucent_Beam_Lore"	"那些侵犯银夜森林的家伙会受到赛莉蒙妮的毁灭打击。"
"DOTA_Tooltip_ability_luna_challenge_Lucent_Beam_radius"	"作用范围："
"DOTA_Tooltip_ability_luna_challenge_Lucent_Beam_wave_count"	"波数："
"DOTA_Tooltip_ability_luna_challenge_Lucent_Beam_interval"	"每波间隔："
"DOTA_Tooltip_ability_luna_challenge_Lucent_Beam_bonus_damage"	"伤害攻击力乘数："
"DOTA_Tooltip_ability_luna_challenge_Lucent_Beam_duration"	"持续时间："





"DOTA_Tooltip_ability_creeps_spell_harpy_wind"	"闪电旋风"
"DOTA_Tooltip_ability_creeps_spell_harpy_wind_Description"	"召唤出一具旋风，10秒内席卷1500距离沿途的敌人，并每秒对旋风周围500范围的一名敌人发动一次单体闪电链，造成伤害与减速效果，减速持续0.5秒。"
"DOTA_Tooltip_ability_creeps_spell_harpy_wind_Lore"	"从哈耳庇厄的名字和相关神话来看，它们可能是奥林波斯教出现以前就有的古老神祇，最可能是掌管旋风的女神。后来它们的地位被奥林波斯神系所排挤，遂逐渐演化为怪物的形态。"

"DOTA_Tooltip_ability_creeps_spell_harpy_wind_wind_damage"	"狂风伤害： 攻击力 *"
"DOTA_Tooltip_ability_creeps_spell_harpy_wind_lighning_damage"	"闪电链伤害： 攻击力 *"
"DOTA_Tooltip_ability_creeps_spell_harpy_wind_slow"	"%移速减缓："

"DOTA_Tooltip_ability_creeps_spell_Fist_of_anger"	"愤怒之拳"
"DOTA_Tooltip_ability_creeps_spell_Fist_of_anger_Description"	"攻击目标时造成300范围100%%的溅射伤害，并造成0.1秒的100%%移动减缓。"
"DOTA_Tooltip_ability_creeps_spell_Fist_of_anger_Lore"	"虽然失去象征着近战爪牙的刀与盾，但有什么是比自己的拳头与身体更加可靠的呢？"

"DOTA_Tooltip_ability_hd_ogre_tank_boss_melee_smash"	"重击"
"DOTA_Tooltip_ability_hd_ogre_tank_boss_jump_smash"	"跳跃重击"
"DOTA_Tooltip_ability_hd_ogre_tank_boss_jump_smash_Description"	"当敌人进入自身周围300范围内时，将会进行跳跃，并利用自身的体重碾压敌人。"
"DOTA_Tooltip_ability_hd_ogre_tank_boss_jump_smash_Lore"	"合理的运用自身的优势是应该的，那些找不到自己的优势所在的人不配称为战士。"
"DOTA_Tooltip_ability_hd_ogre_tank_boss_melee_smash_Description"	"短暂延迟后，对前方的敌人挥出致命的一击。"
"DOTA_Tooltip_ability_hd_ogre_tank_boss_melee_smash_Lore"	"极为普通的攻击方式，但在体型的影响下，也能致命。"
"DOTA_Tooltip_ability_hd_ogre_tank_boss_jump_smash_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_hd_ogre_tank_boss_melee_smash_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_hd_ogre_tank_boss_melee_smash_damage"	"伤害：攻击力 *"
"DOTA_Tooltip_ability_hd_ogre_tank_boss_jump_smash_damage"	"伤害：攻击力 *"
"DOTA_Tooltip_ability_creeps_spell_Robbers_greevil"	"贪魔的贪婪"
"DOTA_Tooltip_ability_creeps_spell_Robbers_greevil_Description"	"攻击敌人将窃取目标0.1%%的金币，且最低窃取1个金币。攻击召唤物时20%%几率触发，攻击英雄时必定触发。"
"DOTA_Tooltip_ability_creeps_spell_Robbers_greevil_Lore"	"这种小生物很容易受到金钱的诱惑，倾向于攻击富有的英雄。"
"DOTA_Tooltip_ability_creeps_spell_reflection_greevil"	"倒影"
"DOTA_Tooltip_ability_creeps_spell_reflection_greevil_Description"	"出生时分裂出自己的一个倒影，倒影将跟随自己并攻击自身1000范围内最近的敌人，有100%%的伤害加成，拥有高移速。倒影在不可视状态下免疫所有伤害，在真实视野下才能被摧毁。技能将在本体死亡或倒影消亡后失效。"
"DOTA_Tooltip_ability_creeps_spell_reflection_greevil_Lore"	"来自荒邪之地狱的恶魔，受到恐怖利刃的影响它们学会了倒影的使用方法。"
"DOTA_Tooltip_ability_creeps_spell_reflection_greevil_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_Crab_bubble"	"泡泡中的生活"
"DOTA_Tooltip_ability_creeps_spell_Crab_bubble_Description"	"减速周围300范围的敌人，且每秒还将加剧减速效果。多个光环可以共享叠加。初始1.5秒持续时间，每20层增加1秒，最大5秒"
"DOTA_Tooltip_ability_creeps_spell_Crab_bubble_Lore"	"螃蟹吐泡泡，是由于它独特的呼吸方式引起的。螃蟹用腮呼吸，它的腮隐藏在夹克下面，像海绵一样，能吸进很多的水，它靠腮里的水能在陆地上生活。腮里的水流被消耗掉氧气后，会从螯足的底部流回体内。在水流经过体外时，新鲜的氧气会融进去。所以螃蟹能像鱼一样在水里呼吸。可是时间长了，腮里的水会见渐渐减少。这时螃蟹会抽动嘴和腮，企图吸收水分，可是却吸进了大量的空气，空气与腮里的水混合，便形成了许多的气泡。"
"DOTA_Tooltip_ability_creeps_spell_Crab_bubble_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_Crab_bubble_slow"	"%基础移速减缓："
"DOTA_Tooltip_ability_creeps_spell_Crab_bubble_slow_bonus"	"%每秒额外减缓："
"DOTA_Tooltip_ability_creeps_spell_troll_regen"	"巨魔之血"
"DOTA_Tooltip_ability_creeps_spell_troll_regen_Description"	"当在1.5秒内没受到任何伤害时，可以每秒恢复5%%的生命值。"
"DOTA_Tooltip_ability_creeps_spell_troll_regen_Lore"	"巨魔是一个巨大的种群，可以分出许多亚种，其中有像巨魔战将一样的小型巨魔，也有如同哨站般高大的巨魔，但所有巨魔都有一个共同点，那便是极强的回复速度。"

"DOTA_Tooltip_ability_creeps_spell_troll_regen_slow"	"%基础移速减缓："
"DOTA_Tooltip_ability_creeps_spell_troll_regen_slow_bonus"	"%每秒额外减缓："
"DOTA_Tooltip_ability_creeps_spell_troll_roar"	"咆哮"
"DOTA_Tooltip_ability_creeps_spell_troll_roar_Description"	"当1000范围内有同类死亡时，将发出咆哮，降低周围敌人的护甲，并使自身进入急速状态，攻击速度与移动速度都将提升。"
"DOTA_Tooltip_ability_creeps_spell_troll_roar_Lore"	"巨魔喜欢三两成群的共同行动，虽然智商很低，但它们也懂得同伴的珍贵。"
"DOTA_Tooltip_ability_creeps_spell_troll_roar_Note0"	"额外的说明："
"DOTA_Tooltip_ability_creeps_spell_troll_roar_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_troll_roar_armor_reduce"	"护甲减少："
"DOTA_Tooltip_ability_creeps_spell_troll_roar_bonus_move"	"%移动速度加成："
"DOTA_Tooltip_ability_creeps_spell_troll_roar_bonus_attack"	"攻击速度加成："
"DOTA_Tooltip_ability_creeps_spell_troll_roar_duration"	"持续时间："

"DOTA_Tooltip_ability_creeps_spell_damage_delay"	"无视痛苦"
"DOTA_Tooltip_ability_creeps_spell_damage_delay_Description"	"延后伤害的结算，每秒将减少当前储存伤害值10%%的生命值，当伤害池低于50后将清空累计值。"
"DOTA_Tooltip_ability_creeps_spell_damage_delay_Lore"	"'那些家伙根本连自己已经死了都不知道! '猎鹰帝国花了很长的时间研究兽人们的智力，他们一直以为独眼巨人甚至能在死后继续战斗是由于它们缺乏痛觉神经，但是事实上它们只是无视痛苦。"
"DOTA_Tooltip_ability_creeps_spell_evil_eye"	"邪恶之眸"
"DOTA_Tooltip_ability_creeps_spell_evil_eye_Description"	"释放自己的独眼中隐藏的力量，削弱前方500码内的敌人，使他们在一段时间内状态抗性，攻击力与技能伤害。"
"DOTA_Tooltip_ability_creeps_spell_evil_eye_Lore"	"这样如何…我们拿根木桩，把它削尖，刺瞎独眼怪的眼睛，再扮成羊溜出洞穴，这个主意不赖吧？<br>—— 奥德斯·塔卡，旅行者，不幸于史派克鲁格身亡。"
"DOTA_Tooltip_ability_creeps_spell_evil_eye_Note0"	"额外的说明："
"DOTA_Tooltip_ability_creeps_spell_evil_eye_duration"	"持续时间："
"DOTA_Tooltip_ability_creeps_spell_evil_eye_attack_reduce"	"%攻击降低："
"DOTA_Tooltip_ability_creeps_spell_evil_eye_spell_damage_reduce"	"%技能伤害降低："
"DOTA_Tooltip_ability_creeps_spell_evil_eye_status_resistacne_reduce"	"%状态抗性降低："

"DOTA_Tooltip_ability_creeps_spell_cyclops_smash"	"重击"
"DOTA_Tooltip_ability_creeps_spell_cyclops_smash_Description"	"短暂延迟后，对前方的敌人挥出致命的一击。"
"DOTA_Tooltip_ability_creeps_spell_cyclops_smash_Lore"	"极为普通的攻击方式，但在体型的影响下，也能致命。"
"DOTA_Tooltip_ability_creeps_spell_cyclops_smash_Note0"	"额外的说明："
"DOTA_Tooltip_ability_creeps_spell_cyclops_smash_stun_duration"	"眩晕时间："
"DOTA_Tooltip_ability_creeps_spell_cyclops_smash_damage"	"伤害： 攻击力 *"
"DOTA_Tooltip_ability_creeps_spell_warewolf_Jumping_bite"	"跳跃撕咬"
"DOTA_Tooltip_ability_creeps_spell_warewolf_Jumping_bite_Description"	"向一个500距离外的目标进行跳跃，在1.1秒后到达目标周围进行一次撕裂攻击。如果命中则造成攻击力伤害且在一定时间内使其受到大幅度减速。"
"DOTA_Tooltip_ability_creeps_spell_warewolf_Jumping_bite_Lore"	"狼人十分矫健，得于其十分迅疾的速度，很少有人在死亡前能看见他们。"
"DOTA_Tooltip_ability_creeps_spell_warewolf_Jumping_bite_Note0"	"额外的说明："
"DOTA_Tooltip_ability_creeps_spell_warewolf_Jumping_bite_damage"	"伤害： 攻击力 *"
"DOTA_Tooltip_ability_creeps_spell_warewolf_Jumping_bite_speed_slow"	"%移动速度减缓："
"DOTA_Tooltip_ability_creeps_spell_warewolf_Jumping_bite_duration"	"持续时间："
"DOTA_Tooltip_ability_creeps_spell_crab_shell"	"海妖外壳"
"DOTA_Tooltip_ability_creeps_spell_crab_shell_Description"	"可以抵挡物理伤害。"
"DOTA_Tooltip_ability_creeps_spell_crab_shell_Lore"	"深海的造物都拥有抵抗巨大压力的能力，在高压的千锤百炼下造就了它们坚硬无比的外壳。"
"DOTA_Tooltip_ability_creeps_spell_crab_shell_Note0"	"额外的说明：<br>最多抵挡95%%的伤害。"
"DOTA_Tooltip_ability_creeps_spell_crab_shell_block_index"	"物理伤害抵挡： 攻击力 *"
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy"	"深海重压"
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy_radius"	"初始范围："
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy_radius_per_s"	"范围每秒增加："
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy_damage_index_per_s"	"每秒伤害：攻击力*"
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy_duration"	"持续时间："
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy_slow"	"%速度减缓： 秒*"
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy_Description"	"旋转自身，创造出一片水域，并持续性造成洪流对周围敌人造成伤害与减速。范围会逐渐提升。"
"DOTA_Tooltip_ability_creeps_spell_Deep_sea_frenzy_Lore"	"对于帝王蟹而言，深层海水的压力如同孩童的抚摸。它们可以轻而易举的改变一片区域的水流。"
"DOTA_Tooltip_ability_creeps_spell_chasotic_fallen"	"天降陨石"
"DOTA_Tooltip_ability_creeps_spell_chasotic_fallen_Description"	"化为陨石飞向1000范围内随机一个敌人，对其所在区域500范围造成攻击力伤害。"
"DOTA_Tooltip_ability_creeps_spell_chasotic_fallen_Lore"	"愤怒魔将司掌烈焰，可以化为烈焰烧尽敌人。"
"DOTA_Tooltip_ability_creeps_spell_chasotic_fallen_Note0"	"额外的说明：无"
"DOTA_Tooltip_ability_creeps_spell_chasotic_fallen_block_index"	"物理伤害抵挡： 攻击力 *"
"DOTA_Tooltip_ability_creeps_spell_chasotic_fallen_damage_index"	"伤害： 攻击力"
"DOTA_Tooltip_ability_creeps_spell_fellomen_bad_21"	"天外陨石"





"DOTA_Tooltip_ability_creeps_Melting_Strike"	"灼烧攻击"
"DOTA_Tooltip_ability_creeps_Melting_Strike_Description"	"当熔炉精灵的攻击将熔化敌方的护甲。每次攻击命中后效果会叠加。"
"DOTA_Tooltip_ability_creeps_Melting_Strike_Lore"	"熔炉可以重铸世界，更别说熔化你区区那点护甲了"
"DOTA_Tooltip_ability_creeps_Melting_Strike_armor_reduce"	"每次攻击护甲降低："
"DOTA_Tooltip_ability_creeps_Melting_Strike_max_stack"	"最大叠加层数："
"DOTA_Tooltip_ability_creeps_Melting_Strike_duration"	"持续时间："



"DOTA_Tooltip_ability_creeps_Void_time_walk"	"时间漫游"
"DOTA_Tooltip_ability_creeps_Void_time_walk_Description"	"冲到目标位置，并取消最近3.5秒内受到的伤害，视为对自身治疗效果。<br><br>【时间切点】漫游结束后在原地释放一次时间膨胀"
"DOTA_Tooltip_ability_creeps_Void_time_walk_Lore"	"当超维生物受到威胁时，他们可以将时间撕裂，并将这个威胁取消。"
"DOTA_Tooltip_ability_creeps_Void_time_walk_Note0"	"额外的说明：<br>当超维生物在3.5秒内受到超过其最大生命值5%%的伤害时会使用这个技能进行逃逸，如果处于破坏被动状态下，则需要到达10%%才会使用此技能"
"DOTA_Tooltip_ability_creeps_Void_time_walk_range"	"最大距离："




"DOTA_Tooltip_ability_creeps_spell_time_lock"	"时间锁定"
"DOTA_Tooltip_ability_creeps_spell_time_lock_Description"	"攻击有一定概率将一个敌方单位锁定在时间中，再次发动攻击。"
"DOTA_Tooltip_ability_creeps_spell_time_lock_Lore"	"普通人是无法理解超维生物这个存在的，就像被碾死的蚂蚁甚至不知道它被何物杀死一样"
"DOTA_Tooltip_ability_creeps_spell_time_lock_proc_chance"	"%触发几率："
"DOTA_Tooltip_ability_creeps_spell_time_lock_base_damage"	"基础伤害："
"DOTA_Tooltip_ability_creeps_spell_time_lock_bonus_damage"	"额外伤害：全额攻击力 * "
"DOTA_Tooltip_ability_creeps_spell_time_lock_duration"	"持续时间："



"DOTA_Tooltip_ability_creeps_spell_time_dilation"	"时间膨胀"
"DOTA_Tooltip_ability_creeps_spell_time_dilation_Description"	"将附近所有英雄单位困在一个时间膨胀场中，技能的冷却时间将会被延长，每延长一个技能的冷却，敌人就会被减速且受到额外伤害<br><br>【再度延缓】如果在状态持续期间释放冷却时间大于2的技能，这个技能的冷却时间在1.3秒后会变为1.5倍且负面状态持续时间延长3秒"
"DOTA_Tooltip_ability_creeps_spell_time_dilation_Lore"	"他们的1秒可以相当于你的好几分钟，甚至是好几个月，数十年"
"DOTA_Tooltip_ability_creeps_spell_time_dilation_Note0"	"额外的说明：<br>可以作用于不可刷新技能"
"DOTA_Tooltip_ability_creeps_spell_time_dilation_radius"	"作用范围："
"DOTA_Tooltip_ability_creeps_spell_time_dilation_duration"	"持续时间："
"DOTA_Tooltip_ability_creeps_spell_time_dilation_move_slow"	"%每个冷却技能造成移速减缓："
"DOTA_Tooltip_ability_creeps_spell_time_dilation_attack_slow"	"每个冷却技能造成攻速减缓："
"DOTA_Tooltip_ability_creeps_spell_time_dilation_slow"	"%冷却速度降低："
"DOTA_Tooltip_ability_creeps_spell_time_dilation_damage"	"每个冷却技能造成每秒伤害：攻击力 * "




"DOTA_Tooltip_ability_creeps_spell_Chronosphere"	"时间结界"
"DOTA_Tooltip_ability_creeps_spell_Chronosphere_Description"	"在时空中创造一个泡状遮罩，将所有位于其中的单位顶住，而超维生物在其内部来去自如，在其中的隐形敌人会显形。<br><br>【超维度】位于时间结界每次攻击都将提升15点攻击速度。"
"DOTA_Tooltip_ability_creeps_spell_Chronosphere_Lore"	"没人知道暗惧者现在何处，因为时间对他们来说是可以操控的，他们无时无刻都可以出现在你的身边"
"DOTA_Tooltip_ability_creeps_spell_Chronosphere_Note0"	"额外的说明：<br>唯独学习了时间结界的虚空假面不会受到这个技能的影响"
"DOTA_Tooltip_ability_creeps_spell_Chronosphere_base_radius"	"基础(最小)作用范围："
"DOTA_Tooltip_ability_creeps_spell_Chronosphere_radius_index"	"额外范围：攻击力*"
"DOTA_Tooltip_ability_creeps_spell_Chronosphere_max_radius"	"最大范围："
"DOTA_Tooltip_ability_creeps_spell_Chronosphere_duration"	"持续时间："




"DOTA_Tooltip_ability_creeps_spell_Wave51"	"形态转变"
"DOTA_Tooltip_ability_creeps_spell_Wave51_Description"	"<font color=\"#5bc0de\">·常态：状态抗性提升30%%。</font><br><font color=\"#337ab7\"><br></font><br><font color=\"#337ab7\">·第二阶段：低于60%%后开启。释放一次全图效用的【大缓时】，将所有英雄的除了'急行'之外的技能强制进入10秒冷却，随后进入第二形态。<br>变换完成后：<br>--状态抗性提升至50%%<br>--技能强化：【时间结界】，时间结界每次释放都将使下一次时间结界的持续时间增加0.5秒，额外时间最多6秒<br>--技能强化：【时间膨胀】转变为仅强驱散</font><br><font color=\"#f0ad4e\"><br></font>\n<font color=\"#f0ad4e\">第三阶段（仅困难难度及以上）：<br>生命值低于30%%时发动时间崩坏，禁疗超维逆族的敌人们，并在25秒内每秒对他们造成其10%%当前生命值且最低为50点的纯粹伤害，与此同时，其周围随机一个地点出现庇护之地以规避其伤害。<br><br>时间崩坏结束时引发巨型时间结界，基础范围为900，基础持续5秒。每个未进入庇护之地的英雄都会使其范围提升900，持续时间增加5秒，同时为超维逆族提供30%%攻击力、30%%攻击速度与20点护甲穿透。没有英雄进入庇护之地时，时间界将取代主世界，使超维逆族无敌且其持续时间提升至30秒。<br><br>巨型时间结界每控制住一名英雄，超维逆族可以增加10%%的当前基础攻击力（乘法叠加，每个英雄最少会提供50点加成）。<br><br>第三阶段状态抗性提升至80%%，同时攻击力提升40%%。并开始使用技能：【幻影裂缝】</font><font color=\"#d9534f\"><br><br>·地狱技能（仅不可能难度）：激活技能[时间操控]</font>"
"DOTA_Tooltip_ability_creeps_spell_Wave51_Lore"	"超维生物一般不会理会弱小的生物，更别说被他们击败了，但真正到了那种时刻，他们便会展现出原本的力量，此时无论是谁都只能臣服于他们的脚下，然而，一股来自V的神秘力量，使超维逆族即便侵蚀了世界，也无法发挥出真正的力量。"
"DOTA_Tooltip_modifier_creeps_spell_Wave51_tsf_trigger_safe"	"庇护之地"
"DOTA_Tooltip_modifier_creeps_spell_Wave51_tsf_trigger_end"	"时间崩坏增益"
"DOTA_Tooltip_modifier_creeps_spell_Wave51_tsf_noheal"	"逐渐崩坏"
"DOTA_Tooltip_modifier_creeps_spell_Wave51_tsf_noheal_Description"	"找到庇护之地！"

"DOTA_Tooltip_ability_creeps_spell_Time_Crack"	"时间裂缝"
"DOTA_Tooltip_ability_creeps_spell_Time_Crack_Description"	"<font color=\"#d9534f\">仅进入第三阶段以后激活</font><br>被动使自身获得30%%移速加成，可以突破移速限制。主动使用时召唤一只永久存在的幻影，不同于第三阶段转换阶段召唤的幻影，这种幻影可以释放时间结界，且血量更多,当最多只会同时存在3具幻影"
"DOTA_Tooltip_ability_creeps_spell_Time_Crack_Lore"	"时间对超维生物来讲是可以自由到达的地点，这意味着同一个时间点可以存在多个自我"
"DOTA_Tooltip_ability_creeps_spell_Time_Crack_Note0"	"额外的说明：<br>无"

"DOTA_Tooltip_ability_creeps_spell_time_control"	"时间操控"
"DOTA_Tooltip_ability_creeps_spell_time_control_Description"	"<font color=\"#d9534f\">·精英技能 不可能难度下开启</font><br>攻击有几率使目标当前剩余冷却时间最长且小于360秒的技能增加冷却时间"
"DOTA_Tooltip_ability_creeps_spell_time_control_Lore"	"等待是没有意义的，你只会离你的失败越来越近"
"DOTA_Tooltip_ability_creeps_spell_time_control_proc_chance"	"%触发几率："
"DOTA_Tooltip_ability_creeps_spell_time_control_reduce"	"冷却时间增加："

"DOTA_Tooltip_ability_creeps_spell_water_element"	"川流不息"
"DOTA_Tooltip_ability_creeps_spell_water_element_Description"	"攻击可以弹射一次。"
"DOTA_Tooltip_ability_creeps_spell_water_element_Lore"	"水意味着流动，而水元素的攻击则将在敌群中流动。"

"DOTA_Tooltip_ability_creeps_spell_water_element_advanced"	"海洋之心"
"DOTA_Tooltip_ability_creeps_spell_water_element_advanced_Description"	"攻击可以弹射2次。"
"DOTA_Tooltip_ability_creeps_spell_water_element_advanced_Lore"	"水意味着流动，而水元素的攻击则将在敌群中流动。"


"DOTA_Tooltip_ability_creeps_spell_Thorns2"	"荆棘"
"DOTA_Tooltip_ability_creeps_spell_Thorns2_Description"	"<font color=\"#d9534f\">仅不可能难度下激活</font>&nbsp;<br>受到大于最大生命值2%%的伤害时候可以抵挡超额部分的80%%，但大于最大生命值20%%的伤害会破除这个抵挡。"
"DOTA_Tooltip_ability_creeps_spell_Thorns2_Lore"	"有的人抵挡住了魅惑魔女的美丽向其发出了攻击，殊不知还有第二道防线。"
"DOTA_Tooltip_ability_creeps_spell_Thorns2_Note0"	"额外的说明：<br>被护盾无效后禁用"



"DOTA_Tooltip_ability_creeps_spell_razor_unstable_current"	"风暴涌动"
"DOTA_Tooltip_ability_creeps_spell_razor_unstable_current_Description"	"移动速度提升40%%，同时移动不会被减速。"
"DOTA_Tooltip_ability_creeps_spell_razor_unstable_current_Lore"	"仅仅是靠近闪电幽魂就会体验免费的电击疗法。"



"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field"	"等离子场"
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_Description"	"释放一波威力随扩张程度提升的等离子能量场，收缩时也会对经过的敌人造成伤害和减速。距离越远受到伤害与减速越高，等离子场对每个单位造成两次伤害。"
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_Lore"	"闪电幽魂用等离子的力量统治着永劫之墟。"
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_Note0"	"额外的说明：<br>受到状态抗性影响。"
"DOTA_Tooltip_ability_creeps_spell_razor_plasma_field_damage_min"	"最低伤害：攻击力*"
