"DOTA_Tooltip_ability_Advanced_laser_note_lv5"				"【折射+】折射次数加一"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_note_lv15"			"【鹰隼之雨】你的任意冷却大于3秒的施法可以对随机两名敌人施加技能效果"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_note_lv20"			"【奥法之印】普攻或技能命中后会在目标上留下一层印记，当技能到达5层后将被移除并以该单位为中心呼唤一次'鹰隼之雨'，印记永久存在"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_note_base_Info" "基础伤害：+5/级<br/>额外伤害乘数：+0.1/级"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_note_lv25_1"				"【苍白浪潮】每次施法都将额外释放1-3次，有0.2秒的间隔"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_note_lv25_2"				"【苍白骤雨】变更技能为持续施法，在持续施法期间每隔0.4秒召唤一次'鹰隼之雨'，同时目标数量提升至3"
"DOTA_Tooltip_ability_Advanced_arcane_bolt_note_lv25_3"				"【鹰之歌·扎贡纳斯之声】不具备特殊效果，获得第六梯队装备-'鹰之歌'"


"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_note_lv5"				"【破损转化+】冷却减少效果提升至12秒"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_note_lv10"			"【圣馈+】恢复效果提升50%%"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_note_lv15"			"【圣别】护盾伤害半径范围扩大至700，同时重复施法可以使现有护盾破裂"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_note_lv20"			"【秩序维持】护盾持续期间，每经过0.5秒如果你的生命值在一半以上，将失去这部分生命并将其25%%转化为护盾，这一部分数值无论你是否在护盾消失时还持有，都将转化为伤害效果"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_note_base_Info" "护盾乘数：+0.015/级"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_note_lv25_1"				"【无序调和】'秩序维持'的检测间隔降低至0.1秒，同时转化比率提升至50%%；如果你被施加了任意无光之盾效果，都会在检测时转变为你的圣光护盾值"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_note_lv25_2"				"【圣光隶属】持续时间提升至30秒，在技能持续期间，你可以每秒周围1000范围内至多6个单位身上吸收一次生命力，对于敌人，会损失你5%%最大生命值的生命，对于生命大于70%%的友军，损失其5%%的最大生命值。吸收的生命力将转化为你的护盾，不会产生致命性"
"DOTA_Tooltip_ability_Advanced_Holy_Light_Shield_note_lv25_3"				"【圣装】不再被护盾无效后禁用，同时，只有大于你生命中4%%的伤害才会消耗你的护盾，且仅消耗这4%%"





"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_note_lv5"				"【叠浪提升+】可叠加层数 + 2"
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_note_lv10"			"【叠浪重置+】每次攻击减少该技能0.5秒的冷却 (分裂箭无法触发该效果)"
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_note_lv15"			"【叠浪再提升】每层攻击力增益额外再带来10点攻击速度"
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_note_lv20"			"【完美叠浪】Lv.5、lv.10、lv.15的效果全部提升一倍"
"DOTA_Tooltip_ability_Advanced_Multiple_overlapping_waves_note_base_Info" "攻击力增加：+1/级"

// "DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_note_lv5"				"【坚韧意志 +】免伤再提高10%%"
// "DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_note_lv10"			"【取长补短+】在增强防御力的同时，双方再增加二人生命总和/10的最大生命值(加血对召唤物无效)"
// "DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_note_lv15"			"【舍己为人】使抵挡伤害由原本的50%%提升至75%%"
// "DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_note_lv20"			"【舍己为人+】使原本仅抵挡攻击伤害转变为抵挡所有类型的伤害"
// "DOTA_Tooltip_ability_Advanced_Hand_in_hand_together_note_base_Info" "伤害减免：+0.5/级"


"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_note_lv5"				"【重力积蓄+】积蓄的间隔变为0.2秒，消耗'重力积蓄'时，如果累计了至少200%%的加成，则此次攻击变为300范围的溅射伤害，溅射伤害继承100%%造成伤害，可再次影响主目标，最多影响5个单位"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_note_lv10"			"【虚空转移+】触发几率提升至11%%，冷却时间减少至2秒"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_note_lv15"			"【重力保存】储存的重力只会被消耗40%%，同时最低层数会在1与2中随机"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_note_lv20"			"【归无】当重力积蓄储蓄了70%%加成后即可造成溅射伤害，同时被溅射伤害命后的目标如果生命值低于召唤物当前全额攻击力的50%%则会造成即死效果"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_note_base_Info" "全额攻击力加成：+1%%/级<br/>攻击速度降低：+0.2%%/级"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_note_lv25_1"				"【龙魂】每当你进行一次召唤后，'重力积蓄'的储蓄速度便会提高8%%（线性），这个提升将持续至此召唤物消失，储蓄速度在召唤后会固定下来，并不会因为其他召唤物的出现或消失动态变化"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_note_lv25_2"				"【虚空裂缝】'虚空转移'不再冷却时必定触发，继承全额攻击力提升至70%%"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Byssrak_note_lv25_3"				"【虚无扭转】攻击速度损失变成75%%的提升"




"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_note_lv5"				"【孕育+】每次触发的提升效果增加至6%%"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_note_lv10"			"【寒冬之吻+】额外伤害提升至35%%"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_note_lv15"			"【鱼群】当一个召唤物被召唤时，周围800范围内每有一个相同召唤者的召唤物，则令这一批召唤物恢复2%%的最大生命值，视为召唤者的治疗（复数召唤仅首只有效，生命值不大于200的不会被治疗）"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_note_lv20"			"【鲸落】当一个最大生命值大于200的召唤物消失后，恢复其周围700范围内所有友方普通单位15%%的最大生命值，视为召唤者的治疗。同时在20秒内增加4%%的伤害，独立叠加最多60%%，被正面状态持续时间增强影响"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_note_base_Info" "生命恢复加成：+2/级<br/>攻击距离加成：+1.8%%/级"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_note_lv25_1"				"【龙魂】每当你进行一次召唤后，召唤物获得1.5%%伤害减免与4%%受到治疗增强，其中伤害减免最多30%%。这个提升将持续至此召唤物消失，加成是动态的。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_note_lv25_2"				"【海洋之母】被动使己方召唤物第一次受到致命伤害时可以将生命值恢复满。(这将使得无法同时多个个体的召唤物可以存活下来)"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Lirrak_note_lv25_3"				"【苍洋之盾】受到相当于最大生命值30%%+1000的伤害后，召唤物会触发一次'寒冬之吻'效果，同时额外伤害提升至150%%"




"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_note_lv5"				"【电磁迭代+】最大加成提升至80"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_note_lv10"			"【电荷累加+】基础敏捷伤害提升至敏捷*0.25"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_note_lv15"			"【电磁力】获得主动施法能力，你可以瞬间移动到召唤物的旁边 也可以在自动施法状态下将目标召唤物拉扯到自己身边"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_note_lv20"			"【离子复合】'电荷累加'触发几率减少1%%，当某个单位触发了'电荷累加'的释放，可以从周围500范围内相同召唤者所召唤的单位身上吸收一半的电荷。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_note_base_Info" "攻击速度加成：+0.6%%/级"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_note_lv25_1"				"【龙魂】每当你进行一次召唤后，召唤物的从该技能获得的攻击速度加成提高5%%，最多到达120%%。这个提升将持续至此召唤物消失，加成是动态的。"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_note_lv25_2"				"【电磁增幅器】使技能提供的攻击速度加成提升1.5倍"
"DOTA_Tooltip_ability_Advanced_Eldwurm_soul_Indrak_note_lv25_3"				"【荷电粒子加速器】每次攻击有50%%几率获得双倍的'电荷累加'，同时即使不发动攻击，每秒也将获得1点电荷，但层数到30以上后将不会产生每秒的累计生成"


// "DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv5"				"【奥能掌控+】最大叠加提升至80%%"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv5"				"【折射+】弹射次数增加至5"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv10"			"【莫比乌斯环+】触发几率提升至30%%"
// "DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv15"			"【折射】命中一名敌人后，还将以其为中心的400范围内额外3名目标造成伤害"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv15"			"【奥能掌控】释放奥法能量时，如果激发的伤害量大于储存极限的30%%，那么在30秒内提高2%%的治疗增强，独立叠加最多70%%有效。"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv20"			"【奥法盈余】当能量被计算后，如果触及了极限，有35%%几率直接触发一次能量释放"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_base_Info" "转化率：+0.5%%/级"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv25_1"				"【能量储蓄袋】使能量释放间隔变为0.1秒，同时最大储蓄量提升至主属性*80。"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv25_2"				"【奥法过载】如果以满能力的状态释放出奥法能量，可以同时攻击两名主要目标，如果你的任意主目标在此伤害下阵亡，那么即使消耗能量也只会消耗一半。"
"DOTA_Tooltip_ability_Advanced_Arcane_Replacement_note_lv25_3"				"【命定轮转】如果你治疗了一名濒死的友军（治疗前生命中低于33.333%%），那么此次治疗效果与接下来5秒内的治疗可以突破储存极限，但总量仍不会超过主属性*200"






"DOTA_Tooltip_ability_Advanced_ancient_seal_note_lv5"				"【上古刻痕+】最大层数提升至30"
"DOTA_Tooltip_ability_Advanced_ancient_seal_note_lv10"			"【奥法通晓+】最大提升增加值35%%"
"DOTA_Tooltip_ability_Advanced_ancient_seal_note_lv15"			"【天怒咒术】即使目标身上已携带上古封印负面状态，你也仍然可以对其施加技能效果"
"DOTA_Tooltip_ability_Advanced_ancient_seal_note_lv20"			"【九天奥能】每层'上古刻痕'可以使其额外受到伤害来源的最大魔法*0.1%%的伤害"
"DOTA_Tooltip_ability_Advanced_ancient_seal_note_base_Info" "魔法抗性削减：+0.4%%/级"
"DOTA_Tooltip_ability_Advanced_ancient_seal_note_lv25_1"				"【奥术顿悟】阅读'奥术概论'时有35%%几率产生双倍效果"
"DOTA_Tooltip_ability_Advanced_ancient_seal_note_lv25_2"				"【万法破除】你的魔法抗性减少100%%，同时上古封印的魔法抗性削减效果将提升45%%"
"DOTA_Tooltip_ability_Advanced_ancient_seal_note_lv25_3"				"【奥斯特的秘术·九天刻痕】'上古刻痕'在被添加时即为满层数，目标受到魔法伤害时将受到额外伤害=最初的施咒者智力*7"




"DOTA_Tooltip_ability_Advanced_acorn_shot_note_lv5"				"【弹性橡栗+】最大额外弹射次数增加至10"
"DOTA_Tooltip_ability_Advanced_acorn_shot_note_lv10"			"【钝器冲击+】削减效果提升至27%%"
"DOTA_Tooltip_ability_Advanced_acorn_shot_note_lv15"			"【失调性弹射】如果没有其他单位可以弹射时，可以影响同一个目标，但这种触发形式不会对同一个单位生效超过3次"
"DOTA_Tooltip_ability_Advanced_acorn_shot_note_lv20"			"【橡栗机枪】你的攻击有5%%触发一次技能效果（不被奖励攻击触发,受到40%%概率事件加成影响），有内置1(|3)秒冷却时间"
"DOTA_Tooltip_ability_Advanced_acorn_shot_note_base_Info" "额外伤害：+8/级"
"DOTA_Tooltip_ability_Advanced_acorn_shot_note_lv25_1"				"【横冲直撞】橡栗将额外继承你100%%的伤害，飞行速度会越来越快，每次弹射将额外继承你8%%的伤害"
"DOTA_Tooltip_ability_Advanced_acorn_shot_note_lv25_2"				"【分裂橡栗】每次弹射时橡栗有6%%几率一分为二，并使剩余弹射次数增加70%%，如果未能成功分裂则下一次几率增加6%%（线性），最多分裂3次"
"DOTA_Tooltip_ability_Advanced_acorn_shot_note_lv25_3"				"【弹药专家】转变为被动技能，橡栗只会弹射一次，但'橡栗机枪'的触发几率提升至25%%，同时每次增加的冷却时间仅为0.15秒"





"DOTA_Tooltip_ability_Advanced_whirling_death_note_lv5"				"【活性化+】每层持续时间增加至17秒，最大加成提升至80"
"DOTA_Tooltip_ability_Advanced_whirling_death_note_lv10"			"【死亡漩涡+】最大叠加数提升至16"
"DOTA_Tooltip_ability_Advanced_whirling_death_note_lv15"			"【死亡连结】距离你500范围内的友军受到攻击时也有5%%触发技能效果（由你来触发）"
"DOTA_Tooltip_ability_Advanced_whirling_death_note_lv20"			"【超活性】每层'活性化'可以提供0.3%%的触发几率加成，但最多提供9%%"
"DOTA_Tooltip_ability_Advanced_whirling_death_note_base_Info" "锯齿距离：+40/级<br/>基础伤害：+10/级<br/>额外伤害：+0.08/级"
"DOTA_Tooltip_ability_Advanced_whirling_death_note_lv25_1"				"【致命漩涡】'死亡漩涡'的最大层数提升至40，同时储存点数时会储存双倍能量点"
"DOTA_Tooltip_ability_Advanced_whirling_death_note_lv25_2"				"【锯齿领域】'死亡连结'不再限制距离，触发几率提升至10%%；如果触发时'死亡漩涡'的点数已满，那么会在友军所在地点释放"
"DOTA_Tooltip_ability_Advanced_whirling_death_note_lv25_3"				"【生命锯齿】每次触发造成的伤害将附带你最大生命值的5%%，同时你造成的伤害的1%%会转化为你的临时生命值，持续30秒，最大有效20000"







"DOTA_Tooltip_ability_Advanced_timber_chain_note_lv5"				"【伸缩自如的爱+】施法距离提升800，不再有施法前摇"
"DOTA_Tooltip_ability_Advanced_timber_chain_note_lv10"			"【备用锯链+】充能点数加2"
"DOTA_Tooltip_ability_Advanced_timber_chain_note_lv15"			"【锯链护甲】飞行期间可以减免60%%的伤害"
"DOTA_Tooltip_ability_Advanced_timber_chain_note_lv20"			"【伸缩自如的爱++】允许对地释放技能,但由于有一股向下的力产生的摩擦力，飞行速度会降低30%%。对地释放时有2000最大施法距离"
"DOTA_Tooltip_ability_Advanced_timber_chain_note_base_Info" "基础伤害：+3/级<br/>额外伤害：+0.16/级"
"DOTA_Tooltip_ability_Advanced_timber_chain_note_lv25_1"				"【自由的飞翔】充能点数提升至10点，同时充能时间缩短至2秒，不再会产生摩擦力"
"DOTA_Tooltip_ability_Advanced_timber_chain_note_lv25_2"				"【狂乱锯链】你可以开启自动施法，在这种情况下对敌人释放后，每2秒在目标身上具现化出锯链朝其友军拉扯，会重复3次"
"DOTA_Tooltip_ability_Advanced_timber_chain_note_lv25_3"				"【破伤风】不再限制最大影响目标，用锯链伤害敌人后使其感染破伤风杆菌，每秒降低1点护甲与1%%魔法抗性，最多叠加到35，可以永久生效"









"DOTA_Tooltip_ability_Advanced_infernal_blade_note_lv5"				"【烙印重铸+】触发几率提升至35%%"
"DOTA_Tooltip_ability_Advanced_infernal_blade_note_lv10"			"【七度地狱+】烧灼状态变为不可驱散，持续时间增加1秒"
"DOTA_Tooltip_ability_Advanced_infernal_blade_note_lv15"			"【失能重叠】目标每携带一个负面状态，此技能的伤害增加8%%"
"DOTA_Tooltip_ability_Advanced_infernal_blade_note_lv20"			"【烙印分裂】可以影响目标400范围内额外1个目标"
"DOTA_Tooltip_ability_Advanced_infernal_blade_note_base_Info" "基础伤害：+3/级<br/>烧灼持续时间：+0.08/级"
"DOTA_Tooltip_ability_Advanced_infernal_blade_note_lv25_1"				"【地狱重现】不再具备法球效果，你开启自动施法后，每秒将对你以及你800范围内至多5名敌人施加技能效果"
"DOTA_Tooltip_ability_Advanced_infernal_blade_note_lv25_2"				"【灭世】阎刃作用期间将记录目标受到伤害的30%%，每隔5秒(或状态消失)时将会释放出伤害并对其周围300范围内至多3名敌人造成伤害（视为反伤）"
"DOTA_Tooltip_ability_Advanced_infernal_blade_note_lv25_3"				"【魔王之剑】攻击有15%%触发技能效果，但这个效果有内置0.5|(10)秒冷却"







"DOTA_Tooltip_ability_Advanced_Sharpshooter_note_lv5"				"【过蓄+】在计算完成后还将有额外20%%的部分纳入全额攻击力计算中（不超过100%%）"
"DOTA_Tooltip_ability_Advanced_Sharpshooter_note_lv10"			"【诸葛连弩+】连弩次数加1"
"DOTA_Tooltip_ability_Advanced_Sharpshooter_note_lv15"			"【穿心】主弩有40%%几率可以穿透敌人，副弩有一半几率（仅主弩被概率事件加成50%%影响）"
"DOTA_Tooltip_ability_Advanced_Sharpshooter_note_lv20"			"【快速装填】装填速度提高100%%（过蓄将在4秒时到达最大加成）"
"DOTA_Tooltip_ability_Advanced_Sharpshooter_note_base_Info" "最高伤害：+80/级<br/>最高额外伤害：+0.2/级"
"DOTA_Tooltip_ability_Advanced_Sharpshooter_note_lv25_1"				"【弩炮】失去'诸葛连弩'效果，技能变为瞬发，且100%%触发穿心"
"DOTA_Tooltip_ability_Advanced_Sharpshooter_note_lv25_2"				"【机关弩枪】'诸葛连弩'次数加8，继承伤害提升至50%%"
"DOTA_Tooltip_ability_Advanced_Sharpshooter_note_lv25_3"				"【狙击炮台】添加被动效果，攻击有3%%几率触发技能效果，但仅视为40%%的效率，后退距离减少，这个效果有内置0.8|(3)秒冷却，受到概率事件加成影响"






"DOTA_Tooltip_ability_Advanced_summon_demon_dark_rift_note_lv5"				"【邪恶祭祀+】加成值提升至7.5%%"
"DOTA_Tooltip_ability_Advanced_summon_demon_dark_rift_note_lv10"			"【骨灰祭祀场+】生成间隔减短至1.3秒"
"DOTA_Tooltip_ability_Advanced_summon_demon_dark_rift_note_lv15"			"【不死契约】恶魔可以免疫1次来自敌人的伤害，进入无尽回合后免疫次数将增加至2"
"DOTA_Tooltip_ability_Advanced_summon_demon_dark_rift_note_lv20"			"【死亡证明】可以开启自动施法，小恶魔将只继承50%%的生命值，但继承额外50%%的攻击力（皆为乘法）"
"DOTA_Tooltip_ability_Advanced_summon_demon_dark_rift_note_base_Info" "传送门持续时间：+0.4/级<br/>攻击力继承：+0.7%%/级"
"DOTA_Tooltip_ability_Advanced_summon_demon_dark_rift_note_lv25_1"				"【成对的破坏者】小恶魔攻击敌人后会进入3秒的缴械，在这3秒内如果周围400范围内有另一只小恶魔发动了攻击，那么两只小恶魔会共同爆炸，以两个单位的坐标连线中点为中心，400范围内至多5个单位造成小恶魔全额攻击力之和的800%%的物理伤害"
"DOTA_Tooltip_ability_Advanced_summon_demon_dark_rift_note_lv25_2"				"【最终决战·恶】小恶魔将额外继承施法者12%%的全额攻击力，同时可以'不死契约'的免疫次数加4"
"DOTA_Tooltip_ability_Advanced_summon_demon_dark_rift_note_lv25_3"				"【混沌王朝】小恶魔将具备低攻击有优先度能力，但发动一次攻击后将自动死亡，同时小恶魔的生成速度增加到每0.5秒一只"


"DOTA_Tooltip_ability_Advanced_summon_humanoid_cave_troll_note_lv5"				"【狂暴重击+】继承伤害提升至140%%"
"DOTA_Tooltip_ability_Advanced_summon_humanoid_cave_troll_note_lv10"			"【咆哮+】持续时间提升至16秒"
"DOTA_Tooltip_ability_Advanced_summon_humanoid_cave_troll_note_lv15"			"【嗜血狂暴】当山洞巨魔击杀了任意单位时，可以触发'咆哮'"
"DOTA_Tooltip_ability_Advanced_summon_humanoid_cave_troll_note_lv20"			"【狂暴重创】狂暴期间，山洞巨魔的攻击可以根据目标损失生命值造成额外伤害，数值等于目标损失生命值的1.5%%,但不会超过山洞巨魔全额攻击力的5倍"
"DOTA_Tooltip_ability_Advanced_summon_humanoid_cave_troll_note_base_Info" "攻击力继承：+1.6%%/级<br/>生命值继承：+1.4%%/级"
"DOTA_Tooltip_ability_Advanced_summon_humanoid_cave_troll_note_lv25_1"				"【狂乱重击】在狂暴期间，巨魔触发'狂暴重击'的几率提升至35%%，同时狂暴所提高的攻击速度加成提升至100"
"DOTA_Tooltip_ability_Advanced_summon_humanoid_cave_troll_note_lv25_2"				"【血腥狂潮】'咆哮'期间山洞巨魔可以免疫100%%伤害且可以发动攻击，在狂暴状态下山洞巨魔的攻击伤害提高200%%(不会叠加)"
"DOTA_Tooltip_ability_Advanced_summon_humanoid_cave_troll_note_lv25_3"				"【巨魔之山】新召唤的巨魔会压在旧巨魔头顶上，且获得无敌效果, 越高的巨魔获得越高的攻击距离加成"


// 【暴怒狂暴】当山洞巨魔造成目标单位的死亡时，会触发暴怒狂暴效果，使巨魔进入狂暴状态，提升50%%攻击速度，50%%移动速度，持续8秒。
// 【血腥狂潮】当山洞巨魔发动暴怒狂暴效果时，会触发豪放狂飙效果，让巨魔在下一次攻击时造成100%%额外伤害。
// 【Frenzied Rampage】When a cave troll causes the death of a target unit, it triggers the Frenzied Rampage effect, causing the troll to enter a frenzied state, increasing its attack speed by 50% and movement speed by 50%, lasting for 8 seconds.
// 【Bloody Rampage】When a cave troll activates the Frenzied Rampage effect, it triggers the Fierce Rampage effect, causing the troll to deal 100% extra damage on its next attack. These two effects.





"DOTA_Tooltip_ability_Advanced_mystic_flare_note_lv5"				"【天怒洪流+】收束的触发几率提升至30%%"
"DOTA_Tooltip_ability_Advanced_mystic_flare_note_lv10"			"【立场扩张+】扩张概率提升至40%% ，扩张时的范围提升值增至13%% ，伤害提升值增至7%%"
"DOTA_Tooltip_ability_Advanced_mystic_flare_note_lv15"			"【苍天重塑】触发'天怒洪流'或者'立场扩张'时，有40%%几率使技能效果延长0.33秒，但最多延长20次"
"DOTA_Tooltip_ability_Advanced_mystic_flare_note_lv20"			"【残月之殇】技能的范围会扩张300范围，同时每隔0.1秒都会在立场中的随机点造成一次技能伤害，只能影响1个目标，此范围等于最初始的技能范围(在立场扩张到原始大小的6倍/12倍后每次触发会各自多一重效果)"
"DOTA_Tooltip_ability_Advanced_mystic_flare_note_base_Info" "基础伤害：+40/级<br/>额外伤害：+0.3/级"
"DOTA_Tooltip_ability_Advanced_mystic_flare_note_lv25_1"				"【九天重塑】'苍天重塑'必定会触发，且最大延长次数提升至60次"
"DOTA_Tooltip_ability_Advanced_mystic_flare_note_lv25_2"				"【苍天坠落】对目标中心170范围形成一个集中打击，在此范围内的敌人每0.4秒都会受到一次不平摊的3倍技能伤害"
"DOTA_Tooltip_ability_Advanced_mystic_flare_note_lv25_3"				"【奥术灌输】触发'苍天重塑'时可以加速神秘之耀的冷却，减少当前剩余冷却时间的18%%"





"DOTA_Tooltip_ability_Advanced_shield_crash_note_lv5"				"【弹簧+】额外提供1点充能点数"
"DOTA_Tooltip_ability_Advanced_shield_crash_note_lv10"			"【甲盾护甲+】每15点伤害减免提供1点护甲加成"
"DOTA_Tooltip_ability_Advanced_shield_crash_note_lv15"			"【弹射起飞】释放技能时有35%%几率在起跳点产生一次技能效果"
"DOTA_Tooltip_ability_Advanced_shield_crash_note_lv20"			"【弹射起飞+】可以开启自动施法，100%%在起跳点产生一次技能效果，同时你的跳跃高度增加100%%，跳跃距离增加200%%"
"DOTA_Tooltip_ability_Advanced_shield_crash_note_base_Info" "基础伤害：+10/级<br/>额外伤害：+0.005/级<br/>每个单位提供伤害减免：+0.3/级"
"DOTA_Tooltip_ability_Advanced_shield_crash_note_lv25_1"				"【肉弹战车】跳跃高度获得等同于防御力150%%的提升，着陆后还将弹跳数次，每次弹射后会造成动能损失，高度下降50+10%%，直到低于150点(初始高度为350)"
"DOTA_Tooltip_ability_Advanced_shield_crash_note_lv25_2"				"【跳蚤市场】被技能效果影响到的敌人有7%%原地弹跳一次，后续弹跳最多传递3次"
"DOTA_Tooltip_ability_Advanced_shield_crash_note_lv25_3"				"【腹泻】在开启自动施法状态下获得额外效果：每当你移动（1000-防御力）距离（最少500）则会原地跳动一下，这个效果有0.4秒冷却时间"





"DOTA_Tooltip_ability_Advanced_bulldoze_note_lv5"				"【屹立不倒+】持续时间提升至11秒"
"DOTA_Tooltip_ability_Advanced_bulldoze_note_lv10"			"【横冲直撞+】伤害提升至最大生命值8%%"
"DOTA_Tooltip_ability_Advanced_bulldoze_note_lv15"			"【正弦冲刺冠军】主动状态下可以突破移速限制，获得最大700移速加成，这个加成跟随状态剩余时间而变化，公式=A*sin(Πt/x),t为剩余时间，x为状态总持续时间，A为最大移速加成"
"DOTA_Tooltip_ability_Advanced_bulldoze_note_lv20"			"【横冲直撞++】伤害额外附加移动速度的100%%"
"DOTA_Tooltip_ability_Advanced_bulldoze_note_base_Info" "移动速度加成：+0.8%%/级<br/>状态抗性加成：+0.8%%/级<br/>"
"DOTA_Tooltip_ability_Advanced_bulldoze_note_lv25_1"				"【颠勺冠军】改变'横冲直撞'的击退效果，将敌人抛向自身身后，同时主动效果变为永久，'正弦冲刺冠军'效果变为常驻400加成"
"DOTA_Tooltip_ability_Advanced_bulldoze_note_lv25_2"				"【动能转换】获得新被动能力：你的攻击伤害将额外附带移速的50%%，但最高不超过6000"
"DOTA_Tooltip_ability_Advanced_bulldoze_note_lv25_3"				"【百米冲刺】技能主动效果持续时间变为1.5秒，技能冷却时间减少至固定的4秒，'正弦冲刺冠军'转变为固定的4000移动速度加成"





"DOTA_Tooltip_ability_Advanced_Refraction_note_lv5"				"【折返+】最大加成提升至150%%"
"DOTA_Tooltip_ability_Advanced_Refraction_note_lv10"			"【灵能重聚+】抵挡层数为0时不再销毁状态"
"DOTA_Tooltip_ability_Advanced_Refraction_note_lv15"			"【完美格挡】对于低于200%%生命值的伤害都产生完美格挡效果，否则产生70%%格挡效果"
"DOTA_Tooltip_ability_Advanced_Refraction_note_lv20"			"【灵能转换】'折返'效果不再因重新施法而重置，每损失一层抵挡效果，可以获得15点临时攻击力加成，持续25秒独立叠加，最多1000点有效（被正面状态持续时间增强影响）"
"DOTA_Tooltip_ability_Advanced_Refraction_note_base_Info" "折光次数：+0.4/级<br/>主属性加成：+0.8/级<br/>"
"DOTA_Tooltip_ability_Advanced_Refraction_note_lv25_1"				"【圣堂之秘】开启技能后你每次攻击有18%%几率恢复一层折光，同时临时攻击力每次提升增加至25，加成上限提升至3000"
"DOTA_Tooltip_ability_Advanced_Refraction_note_lv25_2"				"【灵能塑造】可以开启自动施法，在这种状态下即使格挡层数消耗殆尽也可以抵消伤害，但会使技能的冷却时间增加0.2秒，当技能冷却大于30秒时不产生效果"
"DOTA_Tooltip_ability_Advanced_Refraction_note_lv25_3"				"【圣盾·防御特化】失去主属性加成与'灵能转换'效果，折光次数增加50，'灵能重聚'的间隔减少至0.4秒，格挡效果不再与生命值关联，可以抵挡任意大于20的伤害"







"DOTA_Tooltip_ability_Advanced_morph_note_lv5"				"【自在流体+】恢复效果提升60%%"
"DOTA_Tooltip_ability_Advanced_morph_note_lv10"			"【快速转换+】每1%%冷却缩减可以提升1.4%%的转化速度"
