"HUD_player_artifact_Title" "圣物：<font color=\"#6de2c5\">{s:ability_owner}</font>"
"DOTA_Tooltip_modifier_item_hd_blaiddar_effects_lv10_Description"	"强制攻击嘲讽单位"

"DOTA_Tooltip_ability_item_hd_mirror_effects"	"恩特琉斯，星空之镜"
"DOTA_Tooltip_ability_item_hd_mirror_effects_main_ability_title"	"被动：随地大小变"
"DOTA_Tooltip_ability_item_hd_mirror_effects_main_ability"	"每隔%interval%秒，你获得以下随机效果中的一种，持续%interval%秒。<br><br><font color='#9370db'>巨大化</font>：获得%incoming%%%伤害减免，体型增大<br><font color='#9370db'>迷你化</font>：获得%outgoing%%%伤害总增 [×]，体型减小"
"DOTA_Tooltip_ability_item_hd_mirror_effects_Lore"	"这个奇妙的镜子似乎在诱惑人走进去，可是镜子怎么能走进去呢？"
"DOTA_Tooltip_ability_item_hd_mirror_effects_elite_outgoing_mult"	"%+$elite_outgoing_mult"
"DOTA_Tooltip_ability_item_hd_mirror_effects_additional_1"	"【星空魔盾】<font color='#9370db'>随地大小变</font>会使你获得%incoming_1%%%伤害减免，受到一次伤害后至多粘滞%duration_1%秒"
"DOTA_Tooltip_ability_item_hd_mirror_effects_additional_2"	"【流变魔镜】<font color='#9370db'>随地大小变</font>有%chance_2%%%的几率同时触发两种效果，此时你的攻击速度提高%speed_2%%%，并获得%cooldown_2%%%冷却缩减"
"DOTA_Tooltip_ability_item_hd_mirror_effects_additional_3"	"【镜像术】击杀精英怪物时，你在%duration_3%秒内获取其对应的精英增益，不同类型的增益可以叠加。"
"DOTA_Tooltip_ability_item_hd_mirror_effects_additional_4"	"【精粹倒影】<font color='#9370db'>镜像术</font>的持续时间提高至%duration_4%秒，如果有，你可以将效果共享给距离你最近的另一名友军英雄，但仅持续%duration_ally_4%秒"
"DOTA_Tooltip_ability_item_hd_mirror_effects_additional_7"	"【万花筒】<font color='#9370db'>流变魔镜</font>未能同时触发时，下一次的触发几率提高%chance_7%%%，在成功触发后重置"
"DOTA_Tooltip_modifier_item_hd_mirror_effects"	"随地大小变"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_Description"	"获得%dMODIFIER_PROPERTY_TOOLTIP%%%伤害减免<br>获得%dMODIFIER_PROPERTY_TOOLTIP%%%伤害总增"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv10"	"星空魔盾"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv10_Description"	"受到的伤害降低%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_0"	"精英教育"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_0_Description"	"普通攻击回复自身%dMODIFIER_PROPERTY_TOOLTIP%%%最大生命值，受到的伤害降低%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_1"	"饥渴先锋之力"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_1_Description"	"攻击力提高%dMODIFIER_PROPERTY_TOOLTIP%%%，护甲提高%dMODIFIER_PROPERTY_TOOLTIP%点"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_2"	"邪恶混乱化身之智"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_2_Description"	"技能增强提高%dMODIFIER_PROPERTY_TOOLTIP%%%，获得'低阶上古封印lv3'效果"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_2_debuff"	"上古封印·伪"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_2_debuff_Description"	"魔法抗性降低"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_3"	"深海卫士之力"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_3_Description"	"攻击力提高%dMODIFIER_PROPERTY_TOOLTIP%%%，获得%dMODIFIER_PROPERTY_TOOLTIP%攻击护甲穿透"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_4"	"不朽树墩之命"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_4_Description"	"最大生命值提高%dMODIFIER_PROPERTY_TOOLTIP%%%，获得%fMODIFIER_PROPERTY_TOOLTIP%%%最大生命恢复"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_5"	"混乱执行官之智"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_5_Description"	"每%dMODIFIER_PROPERTY_TOOLTIP%秒对周围%dMODIFIER_PROPERTY_TOOLTIP%范围内%dMODIFIER_PROPERTY_TOOLTIP%个随机敌人释放单体'红宝石射线'，降低其%dMODIFIER_PROPERTY_TOOLTIP%%%护甲和%dMODIFIER_PROPERTY_TOOLTIP%%%魔法抗性"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_5_debuff"	"红宝石射线·伪"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_5_debuff_Description"	"护甲降低%dMODIFIER_PROPERTY_TOOLTIP%%%，魔法抗性降低%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_6"	"雷元素之智"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_6_Description"	"每%dMODIFIER_PROPERTY_TOOLTIP%秒释放'不稳定电流场'，对周围敌人造成主属性×%dMODIFIER_PROPERTY_TOOLTIP%的雷属性纯粹伤害"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_7"	"大黏黏之力"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_7_Description"	"攻击时降低目标%dMODIFIER_PROPERTY_TOOLTIP%%%护甲，至多降低%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_7_debuff"	"盐水侵蚀"
"DOTA_Tooltip_modifier_item_hd_mirror_effects_lv40_7_debuff_Description"	"护甲降低%dMODIFIER_PROPERTY_TOOLTIP%%%"


"DOTA_Tooltip_ability_item_hd_time_clock_effects"	"苏拉坦普，时间之针"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_main_ability_title"	"被动：预兆涌流"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_main_ability"	"魔法值高于%line%%%时，你的技能伤害总增%outgoing%%% [×]。<br><br>造成技能伤害时获得<font color='#9370db'>预兆</font>：在%delay%秒后回复魔法值，回复量相当于你这段时间内造成技能伤害的%mpsteal%%%。"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_Lore"	"其实时间才是乘客，而文明只是负责运送它的河流。"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_cooldown_reduction"	"%+$cooldown_reduction"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_additional_1"	"【掌控】<font color='#9370db'>预兆涌流</font>的伤害总增生效阈值降低至%line_1%%%，其仍有未回复的魔法值时，你的魔法恢复速度增加%mp_regen_bonus_1%%%"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_additional_2"	"【异步时间】仅<font color='#ffa075'>强攻者</font>：你每一个正在冷却的技能会为你提供%incoming_2%%%伤害减免，至多达到%incoming_max_2%%%；每%mpneed_2%点当前魔法值会使你有%chance_2%%%的几率无视受到的伤害，至多达到%chance_max_2%%%"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_additional_3"	"【时间线切换】将你的<font color='#9370db'>急行</font>升级为<font color='#9370db'>时间跳跃</font>：冷却时间固定为%cd_3%秒，使自身进入%duration_3%秒<font color='#9370db'>穿越</font>状态，期间持续受到强驱散并免疫伤害。处于<font color='#9370db'>穿越</font>状态时及其结束后的%duration_buff_3%秒内，<font color='#9370db'>预兆涌流</font>的伤害总增效果总是被视为生效。"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_additional_4"	"【永恒】你的智力不再提供最大魔法值，转而由你的每点主属性提供%atb_mana_4%点最大魔法值，每经过%interval_4%秒，每点主属性提供的魔法值就会增加%bonus_4%%% [+]"
"DOTA_Tooltip_ability_item_hd_time_clock_effects_additional_7"  "【时间加速】<font color='#9370db'>预兆</font>的回复魔法延迟降低至%delay_7%秒，<font color='#9370db'>预兆涌流</font>的伤害总增提高至%outgoing_7%%% [×]"
"DOTA_Tooltip_modifier_item_hd_time_clock_effects_lv30"	"穿越"
"DOTA_Tooltip_modifier_item_hd_time_clock_effects_lv30_Description"	"预兆增伤强制生效"
"DOTA_Tooltip_modifier_item_hd_time_clock_effects_mp"	"预兆"
"DOTA_Tooltip_modifier_item_hd_time_clock_effects_mp_Description"	"即将恢复魔法值"

"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects"	"祖达拉，日蚀玉杵"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_main_ability_title"	"被动：黑日杵法"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_main_ability"	"攻击期间，每%need%点力量会使攻击伤害和属性伤害总增%outgoing%%% [×]，至多%outgoing_max%%%。装备此圣物时，你的致命一击不会造成额外伤害。"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_Lore"	"[玩家投稿]：来自玩家[樱小路露娜]的设计投稿，于北京时间2025/8/29后开放掉落，已开放购买途径。"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_spell_lifesteal"	"%+$spell_lifesteal"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_additional_1"	"【小纵】每%need_1%点敏捷会使攻击速度提高%speed_1%%%，施法前摇减少%speed_1%%%"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_additional_2"	"【神清杵】每第%line_2%次普通攻击命中会回复%mp_lost_2%%%已损失魔法值"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_additional_3"	"【元素修习】造成属性伤害时，降低目标%magic_res_3%%%魔法抗性，持续%duration_3%秒。如果佩戴<font color='#9370db'>智行魔刃</font>，其<font color='#9370db'>智行之雷</font>的伤害增加力量×%damage_3%点，当持有者的（敏捷+智力）高于%line_3%点时，<font color='#9370db'>智行之雷</font>也被视为火属性伤害"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_additional_4"	"【大威德金刚杵】每第%line_4%次普通攻击命中会为武器附魔，持续%duration_4%秒，期间普通攻击会触发<font color='#9370db'>冲解</font>对敌人造成主属性×%damage_4%的火属性魔法伤害，<font color='#9370db'>冲解</font>的最短触发间隔为%cd_4%秒，且其射程基于主属性逐渐提高"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_additional_7"	"【黑日杵法+】<font color='#9370db'>黑日杵法</font>的力量需求降低至%need_7%，最大上限提高至%outgoing_max_7%%%"
"DOTA_Tooltip_ability_item_hd_dingzhi_luna_2_effects_additional_10"	"【万象包容】<font color='#9370db'>大威德金刚杵</font>持续时间+%duration_10%秒，期间你的攻击必定命中。<font color='#9370db'>冲解</font>被视为全属性伤害"
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_2_effects_magic_res"	"元素修习"
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_2_effects_magic_res_Description"	"魔法抗性降低"
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_2_effects"	"黑日杵法"
"DOTA_Tooltip_modifier_item_hd_dingzhi_luna_2_effects_Description"	"攻击伤害和属性伤害总增%fMODIFIER_PROPERTY_TOOLTIP%%% [×]<br>攻击速度增加%fMODIFIER_PROPERTY_TOOLTIP%%%"

"DOTA_Tooltip_ability_item_hd_ice_bite_effects"	"翁加，寒冬巨刃"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_main_ability_title"	"被动：冰刃重击"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_main_ability"	"攻击伤害有%chance%%%几率造成%mult%%%的重击，但你的攻击速度无法超过%speed_limit%点。"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_Lore"	"即使是北原部族的战士，挥舞一把如此沉重的冰刃也并非简易之事。"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_damage_pct"	"%+$damage"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_armor_pct"	"%+$armor"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_additional_1"	"【部位破坏】<font color='#9370db'>冰刃重击</font>会使目标的攻击速度降低%speed_down_1%点，持续%duration_1%秒"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_additional_2"	"【雪原决斗】普通攻击命中后的%duration_2%秒内，受到来自非你攻击目标的单位的伤害降低%incoming_2%%%"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_additional_3"	"【巨刃精通】<font color='#9370db'>冰刃重击</font>的重击倍率提高至%mult_3%%%，同时你的<font color='#9370db'>急行</font>会在终点释放一次<font color='#9370db'>巨刃兜割</font>，对%radius_4%范围内的敌人造成一次<font color='#F0FFFF'>[附带攻击特效，不附带法球、分裂、溅射]</font>的奖励攻击"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_additional_4"	"【重刃风压】每%interval_4%秒会自动释放一次<font color='#9370db'>巨刃兜割</font>，且<font color='#9370db'>巨刃兜割</font>会使被命中敌人造成的伤害总降%outgoing_4%%% [×]，持续%interval_4%秒"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_additional_7"	"【分断冰斩】<font color='#9370db'>冰刃重击</font>会使敌人陷入破坏状态<font color='#9370db'>[状态抗性影响110%%]</font>，持续%duration_7%秒"
"DOTA_Tooltip_ability_item_hd_ice_bite_effects_additional_10"	"【巅峰造极】<font color='#9370db'>冰刃重击</font>的攻击速度限制提高至%speed_limit_10%点，目标处于<font color='#87CEEB'>冻伤</font>状态时，重击倍率提高至%mult_10%%%"
"DOTA_Tooltip_modifier_item_hd_ice_bite_effects_lv10"	"部位破坏"
"DOTA_Tooltip_modifier_item_hd_ice_bite_effects_lv10_Description"	"攻击速度降低"
"DOTA_Tooltip_modifier_item_hd_ice_bite_effects_lv40"	"重刃风压"
"DOTA_Tooltip_modifier_item_hd_ice_bite_effects_lv40_Description"	"造成的伤害总降"
"DOTA_Tooltip_modifier_item_hd_ice_bite_effects_lv70"	"分断冰斩"
"DOTA_Tooltip_modifier_item_hd_ice_bite_effects_lv70_Description"	"被动破坏"
//备注：400攻速=0.35攻速档位，3000攻速=0.05攻速档位（1：7）

"DOTA_Tooltip_ability_item_hd_summon_claw_effects"	"奈落，鸦之臂甲"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_main_ability_title"	"被动：操纵"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_main_ability"	"你的召唤兽额外获得你全额攻击力%attack%%%的攻击力，且根据其召唤类型获得强化。<br><br><font color='#9370db'>契约召唤</font>：攻击有%chance_1%%%几率造成%mult_1%%%的致命一击。<br><font color='#9370db'>精灵召唤</font>：每秒有%chance_2%%%的几率刷新自身的全部技能。"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_Lore"	"战争过后，乌鸦会叫。"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_bonus_summon_intensity"	"%+$summon_intensity"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_additional_1"	"【分歧之羽】<font color='#9370db'>契约召唤</font>召唤兽会额外获得%attack_speed_1%点攻击速度，<font color='#9370db'>精灵召唤</font>召唤兽会额外获得%spell_amp_1%%%技能增强"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_additional_2"	"【操纵+】召唤兽获的全额攻击力比例提高至%attack_2%%%，同时额外获得你护甲值%armor_2%%%的护甲"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_additional_3"	"【幕后之手】赋予召唤兽%stack_3%层<font color='#9370db'>黑翼</font>，当其受到超过%line_3%%%最大生命值的伤害时会消耗一层并免疫伤害"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_additional_4"	"【同化】每%need_4%点主属性使你的<font color='#9370db'>契约召唤</font>召唤兽和<font color='#9370db'>精灵召唤</font>召唤兽造成的伤害总增%outgoing_4%%% [×]，对其余类型召唤兽的效果翻倍"
"DOTA_Tooltip_ability_item_hd_summon_claw_effects_additional_7"	"【千缕机织】召唤兽额外获得你基础攻击力%base_attack_7%%%的基础攻击力，但会在%duration_7%秒内迅速衰减"
"DOTA_Tooltip_modifier_item_hd_summon_claw_effects_lv30"	"黑翼"
"DOTA_Tooltip_modifier_item_hd_summon_claw_effects_lv30_Description"	"剩余可减免伤害次数"
"DOTA_Tooltip_modifier_item_hd_summon_claw_effects_lv40"	"同化"
"DOTA_Tooltip_modifier_item_hd_summon_claw_effects_lv40_Description"	"造成的伤害总增%dMODIFIER_PROPERTY_TOOLTIP%%%"

"DOTA_Tooltip_ability_item_hd_onlyone_effects"	"伊奇，境界记录机构"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_main_ability_title"	"被动：逆行境界"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_main_ability"	"你的英雄等级每比%level%级低一级，这件圣物的基础属性就会增加%bonus%%% [+]。<br><br>这件圣物的基础装备需求等级为21级。"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_Lore"	"境界记录带上没有过去和未来，多个侧面将在这里汇聚叠加。"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_maxhp_regen_needlv"	"%+$maxhp_regen_needlv"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_maxmp_regen_needlv"	"%+$maxmp_regen_needlv"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_armor_needlv"	        "+$armor_needlv"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_damage_needlv"	    "%+$damage_needlv"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_spell_amp_needlv"	    "%+$spell_amp_needlv"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_all"	                "+$all"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_additional_1"	"【乐园的记录】这件圣物的基础装备需求等级降低至20级。将最大生命恢复和魔法恢复添加至基础属性中。"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_additional_2"	"【逆行境界+】这件圣物的基础装备需求等级降低至18级。<font color='#9370db'>逆行境界</font>的等级标准变为%level_2%级"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_additional_3"	"【黑暗的记录】这件圣物的基础装备需求等级降低至15级。将护甲添加至基础属性中。"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_additional_4"	"【文明的记录】这件圣物的基础装备需求等级降低至12级。将攻击力和技能增强添加至基础属性中。"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_additional_7"	"【观测·记录·超越】这件圣物的基础装备需求等级降低至3级。<font color='#9370db'>逆行境界</font>每一差级对基础效果的增加提高至%bonus_7%%%。"
"DOTA_Tooltip_ability_item_hd_onlyone_effects_additional_10""【空想别离】每局游戏一次：卸除这件圣物时，永久获得英雄等级×%atb_10%的全属性，随后提升一级"
"DOTA_Tooltip_modifier_item_hd_onlyone_effects_lv100"	"空想别离"
"DOTA_Tooltip_modifier_item_hd_onlyone_effects_lv100_Description"	"全属性增加%fMODIFIER_PROPERTY_TOOLTIP%点"
"DOTA_Tooltip_modifier_item_hd_onlyone_effects"	"逆行境界"
"DOTA_Tooltip_modifier_item_hd_onlyone_effects_Description"	"全属性增加%fMODIFIER_PROPERTY_TOOLTIP%点<br>获得%fMODIFIER_PROPERTY_TOOLTIP%%%最大生命恢复<br>获得%fMODIFIER_PROPERTY_TOOLTIP%%%最大魔法恢复<br>护甲增加%fMODIFIER_PROPERTY_TOOLTIP%点<br>攻击力增加%fMODIFIER_PROPERTY_TOOLTIP%%%<br>技能增强增加%fMODIFIER_PROPERTY_TOOLTIP%%%"

"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects"	    "海妲莱尔，伴世之王"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_main_ability_title"	"被动：末日虚影"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_main_ability"	"召唤末日魔王的虚影，免疫部分击退，每普通攻击%attack_need%次都会使末日魔王攻击面前敌人，造成全额攻击力×%attack_damage%的分摊物理伤害。"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_Lore"	"[玩家投稿]：来自玩家[相原铃音]的设计投稿，于2026/3/1后开放掉落"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_armor"	"%+$armor"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_additional_1"	"【刚体】英雄等级达到16时，+%armor_1%%%护甲、+%status_1%%%状态抗性"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_additional_2"	"【炎之眼】英雄等级达到20时，<font color='#9370db'>末日虚影</font>攻击时对随机%count_2%名敌人发动火焰射线，施加全额攻击力×%burning_2%的<font color='#CD5C5C'>灼伤</font>"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_additional_3"	"【余烬挥砍】英雄等级达到24时，<font color='#9370db'>末日虚影</font>的攻击会结算目标的<font color='#CD5C5C'>灼伤</font>"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_additional_4"	"【不动如山】不移动时，+%incoming_4%%%伤害减免"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_additional_7"	"【末日陨石】英雄等级达到30时，<font color='#9370db'>末日虚影</font>每%metor_need%次攻击会召唤陨石，在大范围内造成全额攻击力×%damage_7%的火属性魔法伤害"
"DOTA_Tooltip_ability_item_hd_dingzhi_shitking_effects_additional_10"	"【巅峰造极】每点护甲使<font color='#9370db'>末日虚影</font>的伤害总增%bonus_10%%%（至多%bonus_max_10%%%） [×]"

//穷龙币
/////////////////定制内容//////////////////////////
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects"	"Ω-阿巴瑟，源质操控者"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_main_ability_title"	"光环：欧米伽"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_main_ability"	"获得范围为%radius%的无效果光环。<br><br>敌人死亡时，获得%o_get%<font color='#9370db'>欧米伽源质</font>，每%o_need%<font color='#9370db'>欧米伽源质</font>会为<font color='#9370db'>欧米伽</font>提供%atb%点全属性增幅。"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_Lore"	"[玩家投稿]：来自玩家[wx]的设计投稿，掉落率较低，未开放购买途径。失去荣光的古城中发掘出的一件圣物，可以创造出骇人的怪物，其超脱的科技代表着曾经的高超科技水准。"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_positive_amp"	"%+$positive_amp"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_additional_1"	"【回收】如果敌人是因超出其最大生命值×%need_1%%%的伤害死亡，则额外获得%o_get_1%<font color='#9370db'>欧米伽源质</font>"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_additional_2"	"【源质升级：腐蚀】<font color='#9370db'>欧米伽源质</font>达到%o_need_2%时生效：<font color='#9370db'>欧米伽</font>下的友军英雄在攻击命中时降低目标%attack_2%%%攻击力，持续%duration_2%秒"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_additional_3"	"【源质升级：侵吞】每%o_need_3%<font color='#9370db'>欧米伽源质</font>会为<font color='#9370db'>欧米伽</font>提供%steal_3%%%伤害吸血和%incoming_3%%%伤害减免。"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_additional_4"	"【源质升级：转化】<font color='#9370db'>欧米伽源质</font>达到%o_need_4%时生效：<font color='#9370db'>欧米伽</font>下的友军英雄每击杀一个敌人，成长其%outgoing_4%%%伤害总增 [×]，至多%outgoing_4_max%%%"
// "DOTA_Tooltip_ability_item_hd_dingzhi_ggg_5_effects_additional_6"	"【欧米伽爆发】<font color='#9370db'>欧米伽源质</font>达到%o_need_6%时进入爆发状态，期间<font color='#9370db'>欧米伽</font>的效果变为%index_6%倍并无法获得<font color='#9370db'>欧米伽源质</font>，持续%duration_6%秒。爆发状态结束时，<font color='#9370db'>欧米伽源质</font>损失%o_lost_6%%%"
// "DOTA_Tooltip_modifier_item_hd_dingzhi_ggg_5_effects"	"协同：翼"
// "DOTA_Tooltip_modifier_item_hd_dingzhi_ggg_5_effects_Description"	"SCI召唤兽造成的伤害增加%fMODIFIER_PROPERTY_TOOLTIP%%%"
// "DOTA_Tooltip_modifier_item_hd_dingzhi_ggg_5_effects_lv20"	"协同作战：翼"
// "DOTA_Tooltip_modifier_item_hd_dingzhi_ggg_5_effects_lv20_Description"	"造成的伤害增加%fMODIFIER_PROPERTY_TOOLTIP%%%"

"DOTA_Tooltip_ability_item_hd_summon_ring_effects"	"SCI - 克里图斯"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_main_ability_title"	"机兽召唤：SCI - 克里图斯"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_main_ability"	"每过%interval%秒，召唤存在%duration%秒的龙形机兽SCI-克里图斯。<br><br>SCI-克里图斯，无法攻击，哨兵，属性随商店等级成长，持续对周围的敌人释放<font color='#9370db'>乱流：月光</font>，最大召唤数为%max%，不受召唤时间影响。"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_Lore"	"[玩家投稿]：来自玩家[wx]的设计投稿，掉落率较低，未开放购买途径。失去荣光的古城中发掘出的一件圣物，可以创造出骇人的怪物，其超脱的科技代表着曾经的高超科技水准。"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_bonus_summon_intensity"	"%+$summon_intensity"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_additional_1"	"【战术：精准打击】克里图斯获得%spell_amp_1%%%技能增强"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_additional_2"	"【协同作战：翼】克里图斯击杀敌人时，召唤者获得一层<font color='#9370db'>协同：翼</font>，每层<font color='#9370db'>协同：翼</font>使所有<font color='#f0ffff'>SCI</font>召唤兽造成的伤害增加%outgoing_2%%% [+]"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_additional_3"	"【同调升级】每存在一个<font color='#f0ffff'>SCI</font>召唤兽，克里图斯的全额攻击力就会提高%bonus_attack_3%%%"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_additional_4"	"【小队作战：天基模块】同时激活所有<font color='#f0ffff'>SCI</font>系列圣物时，克里图斯习得<font color='#9370db'>安身术</font>，并以%interval_4%秒的间隔自动释放"
"DOTA_Tooltip_ability_item_hd_summon_ring_effects_additional_7"	"【数据流强化】克里图斯会获得你正向技能增强的%spell_give_7%%%，至多%spell_max_7%%%"
"DOTA_Tooltip_modifier_item_hd_summon_ring_effects"	"协同：翼"
"DOTA_Tooltip_modifier_item_hd_summon_ring_effects_Description"	"SCI召唤兽造成的伤害增加%fMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_item_hd_summon_ring_effects_lv20"	"协同作战：翼"
"DOTA_Tooltip_modifier_item_hd_summon_ring_effects_lv20_Description"	"造成的伤害增加%fMODIFIER_PROPERTY_TOOLTIP%%%"
"npc_hd_artifact_sci_dragon" "SCI-克里图斯"

"DOTA_Tooltip_ability_item_hd_artifact_56"	"SCI - 银刺 "
"DOTA_Tooltip_ability_item_hd_artifact_56_main_ability_title"	"机兽召唤：SCI - 银刺"
"DOTA_Tooltip_ability_item_hd_artifact_56_main_ability"	"每过%interval%秒，召唤存在%duration%秒的蛇形机兽SCI-银刺。<br><br>SCI-银刺，无法攻击，哨兵，属性随商店等级成长，持续释放剧毒新星使周围的敌人中毒，最大召唤数为%max%，不受召唤时间影响。"
"DOTA_Tooltip_ability_item_hd_artifact_56_Lore"	"[玩家投稿]：来自玩家[wx]的设计投稿，掉落率较低，未开放购买途径。失去荣光的古城中发掘出的一件圣物，可以创造出骇人的怪物，其超脱的科技代表着曾经的高超科技水准。"
"DOTA_Tooltip_ability_item_hd_artifact_56_bonus_summon_intensity"	"%+$summon_intensity"
